VENDOR,SUPPLIER CODE,ITEM CODE,SHORT DESCRIPTION,NOTES,NZ RRP EXCL,NZ DEALER EXCL
Sound Control Technologies,RC4-PSA,RC4-PSA,RemoteCam4™ [HDMI + Visca Control + 12V Camera Power] RC4-PSA™ supporting Cisco’s PrecisionHD 1080p 12x Camera & SX20 Codec,,"$5,476","$4,746"
Sound Control Technologies,RC4-PSB,RC4-PSB,RemoteCam4™ [HDMI + Visca Control + 12V Camera Power] RC4-PSB™ supporting Cisco’s PrecisionHD 1080p 4xS2 (Precision 40) & 2.5X (5x) Cameras & C Series Codec,,"$5,476","$4,746"
Sound Control Technologies,RC4-PSX,RC4-PSX,RemoteCam4™ [HDMI + Visca Control + 12V Camera Power] RC4-PSX™ supporting Cisco’s PrecisionHD 1080p 4xS2 (Precision 40) & 2.5X (5x) Cameras & SX20 Codec,,"$5,476","$4,746"
Sound Control Technologies,RC4-UNI,RC4-UNI,RemoteCam4™ [HDMI + Visca Control + 12V Camera Power] RC4-UNI™ supporting Multiple Manufacturers,,"$5,476","$4,746"
Sound Control Technologies,RC4-URM,RC4-URM,RemoteCam4™ [HDMI + Visca Control + 12V Camera Power] RC4-URM™ supporting Multiple Manufacturers,,"$5,476","$4,746"
Sound Control Technologies,RC4-USM,RC4-USM,RemoteCam4™ [HDMI + Visca Control + 12V Camera Power] RC4-USM™ supporting Multiple Manufacturers,,"$5,476","$4,746"
Sound Control Technologies,RC5+UNI,RC5+UNI,"Designed for broadcast-quality production, live event and high-end collaboration PTZ camera applications, the RC5+ leverages SCTLink technology to provide 51W PoE++, uncompressed 4K60 4:4:4 video and IP/Ethernet control over a single CAT cable up to 100 meters. RC5+ UNI",*New!,"$7,560","$6,552"
Sound Control Technologies,RC5-1BC,RC5-1BC,RemoteCam5™ [4K30 @ 70M/1080p60 @ 100M HDMI + IP Control + 12V Camera Power] ,,"$5,476","$4,746"
Sound Control Technologies,RC5-APA,RC5-APA,RemoteCam5™ [4K30 @ 70M/1080p60 @ 100M HDMI + IP Control + 12V Camera Power] ,,"$5,476","$4,746"
Sound Control Technologies,RC5-BCS,RC5-BCS,RemoteCam5™ [4K30 @ 70M/1080p60 @ 100M HDMI + IP Control + 12V Camera Power] ,,"$5,476","$4,746"
Sound Control Technologies,RC5-BRC,RC5-BRC,RemoteCam5™ [4K30 @ 70M/1080p60 @ 100M HDMI + IP Control + 12V Camera Power] ,,"$5,476","$4,746"
Sound Control Technologies,RC5-CW4,RC5-CW4,RemoteCam5™ [4K30 @ 70M/1080p60 @ 100M HDMI + IP Control + 12V Camera Power] ,,"$5,476","$4,746"
Sound Control Technologies,RC5-HHV,RC5-HHV,RemoteCam5™ [4K30 @ 70M/1080p60 @ 100M HDMI + IP Control + 12V Camera Power] ,,"$5,476","$4,746"
Sound Control Technologies,RC5-HST,RC5-HST,RemoteCam5™ [4K30 @ 70M/1080p60 @ 100M HDMI + IP Control + 12V Camera Power] ,,"$5,476","$4,746"
Sound Control Technologies,RC5-P13,RC5-P13,RemoteCam5™ [4K30 @ 70M/1080p60 @ 100M HDMI + IP Control + 12V Camera Power] ,,"$5,476","$4,746"
Sound Control Technologies,RC5-P40,RC5-P40,RemoteCam5™ [4K30 @ 70M/1080p60 @ 100M HDMI + IP Control + 12V Camera Power] ,,"$5,476","$4,746"
Sound Control Technologies,RC5-P60,RC5-P60,RemoteCam5™ [4K30 @ 70M/1080p60 @ 100M HDMI + IP Control + 12V Camera Power] ,,"$5,476","$4,746"
Sound Control Technologies,RC5-UNI,RC5-UNI,RemoteCam5™ [4K30 @ 70M/1080p60 @ 100M HDMI + IP Control + 12V Camera Power] ,,"$5,476","$4,746"
Sound Control Technologies,RC5-URM,RC5-URM,RemoteCam5™ [4K30 @ 70M/1080p60 @ 100M HDMI + IP Control + 12V Camera Power] ,,"$5,476","$4,746"
Sound Control Technologies,RC5-USM,RC5-USM,RemoteCam5™ [4K30 @ 70M/1080p60 @ 100M HDMI + IP Control + 12V Camera Power] ,,"$5,476","$4,746"
Sound Control Technologies,RC6-CQC,RC6-CQC,RemoteCam6™ [Extends Dual HDMI + IP Control + 12V Camera Power + HDMI DA + RC-RKM Rack Shelf] Cisco Quadcam,,"$6,871","$5,955"
Sound Control Technologies,RC6-CST,RC6-CST,RemoteCam6™ [Extends Dual HDMI + IP Control + 12V Camera Power + HDMI DA + RC-RKM Rack Shelf] Cisco SpeakerTrack,,"$6,871","$5,955"
Sound Control Technologies,RC6-P15,RC6-P15,RemoteCam6™ [Extends Dual HDMI + IP Control + 12V Camera Power + HDMI DA + RC-RKM Rack Shelf] Panasonic AW-UE 145 & AW-HE145 Cameras,,"$6,871","$5,955"
Sound Control Technologies,RC8-CQC-CB-1.0M,RC8-CQC-CB-1.0M,Cable Bundle: RC8-Cisco QuadCam : RemoteCam8™ Cable Bundle - Extended Length ,,$672,$582
Sound Control Technologies,RC8-CQC-CB-2.0M,RC8-CQC-CB-2.0M,Cable Bundle: RC8-Cisco QuadCam : RemoteCam8™ Cable Bundle - Extended Length ,,$672,$582
Sound Control Technologies,RC8-CQC-F2,RC8-CQC-F2,Cisco Crossview: RC8 Gen2 Extension Kit [Supports HDMI + IP Control + Bi-Direction Audio/ARC(HDMI) + 12V QuadCam Power + HDMI DA] Kit includes the RC-RCF2 Crossview Rack Shelf RC8-CQC™ supporting Cisco's Quad Camera / Crossview Configuration,,"$9,661","$8,373"
Sound Control Technologies,RC8-CQC-F3,RC8-CQC-F3,Cisco Codec EQ: RC8 Gen2 Extension Kit [Supports HDMI + IP Control + Bi-Direction Audio/ARC(HDMI) + 12V QuadCam Power + HDMI DA] Kit includes the RC-RCF3 Codec EQ Rack Shelf RC8-CQC™ supporting Cisco's Quad Camera / Codec EQ ,,"$9,764","$8,462"
Sound Control Technologies,RC8-CQC-PA,RC8-CQC-PA,(Replaces RC8-CQC) Base: RC8 Gen2 Extension Kit [Supports HDMI + IP Control + Bi-Direction Audio/ARC(HDMI) + 12V QuadCam Power + HDMI DA] Kit includes the RC-RCPA Rack Shelf RC8-CQC™ supporting Cisco's Quad Camera / SX80 Plus Pro EQ,,"$8,628","$7,477"
Sound Control Technologies,RCC-C001-0.3M,RCC-C001-0.3M,HDMI to HDMI,,$210,$182
Sound Control Technologies,RCC-C001-0.5M,RCC-C001-0.5M,HDMI to HDMI,,$210,$182
Sound Control Technologies,RCC-C002-0.3M,RCC-C002-0.3M,RJ45 > RJ45 (Rev.B),,$210,$182
Sound Control Technologies,RCC-C003-0.4M,RCC-C003-0.4M,RJ11 to RJ11,,$210,$182
Sound Control Technologies,RCC-C004-0.3M,RCC-C004-0.3M,R/A DVI to HDMI,,$210,$182
Sound Control Technologies,RCC-C005-0.3M,RCC-C005-0.3M,RJ45 to 8-pin Mini-DIN + 4mm DC Plug,,$210,$182
Sound Control Technologies,RCC-C006-0.4M,RCC-C006-0.4M,8-pin Mini-DIN-M to RJ11,,$210,$182
Sound Control Technologies,RCC-C008-0.5M,RCC-C008-0.5M,RJ45 to 8-pin Mini-DIN + 6.5x3.0mm DC Plug,,$210,$182
Sound Control Technologies,RCC-C009-0.4M,RCC-C009-0.4M,Cisco Unity to HDMI + RJ45,,$210,$182
Sound Control Technologies,RCC-C009-1.0M,RCC-C009-1.0M,Cisco Unity to HDMI + RJ45,,$210,$182
Sound Control Technologies,RCC-C009-2.0M,RCC-C009-2.0M,Cisco Unity to HDMI + RJ45,,$362,$313
Sound Control Technologies,RCC-C011-0.3M,RCC-C011-0.3M,HDMI to 270° R/A HDMI,,$210,$182
Sound Control Technologies,RCC-C011-1.0M,RCC-C011-1.0M,HDMI to 270° R/A HDMI,,$210,$182
Sound Control Technologies,RCC-C011-2.0M,RCC-C011-2.0M,HDMI to 270° R/A HDMI,,$210,$182
Sound Control Technologies,RCC-C014-0.3M,RCC-C014-0.3M,HDMI to R/A HDMI,,$210,$182
Sound Control Technologies,RCC-C014-1.0M,RCC-C014-1.0M,HDMI to R/A HDMI,,$210,$182
Sound Control Technologies,RCC-C014-2.0M,RCC-C014-2.0M,HDMI to R/A HDMI,,$362,$313
Sound Control Technologies,RCC-C015-0.4M,RCC-C015-0.4M,Flat Cat6 RJ45 to RJ45,,$76,$66
Sound Control Technologies,RCC-C015-1.0M,RCC-C015-1.0M,Flat Cat6 RJ45 to RJ45,,$76,$66
Sound Control Technologies,RCC-C015-2.0M,RCC-C015-2.0M,Flat Cat6 RJ45 to RJ45,,$76,$66
Sound Control Technologies,RCC-C016-0.3M,RCC-C016-0.3M,3.5mm TRS Audio Plug to R/A 3.5mm TRS Audio Plug,,$76,$66
Sound Control Technologies,RCC-C016-2.0M,RCC-C016-2.0M,3.5mm TRS Audio Plug to R/A 3.5mm TRS Audio Plug,,$76,$66
Sound Control Technologies,RCC-C017-0.3M,RCC-C017-0.3M,3.5mm TRRS Audio Plug to R/A 3.5mm TRRS Audio Plug,,$76,$66
Sound Control Technologies,RCC-C018-1.0M,RCC-C018-1.0M,3.5mm TRRS Audio Plug to 3.5mm TRRS Audio Plug,,$76,$66
Sound Control Technologies,RCC-C029-0.5M,RCC-C029-0.5M,R/A 6.5mm x 3.0mm DC Plug to RJ11,,$210,$182
Sound Control Technologies,RCC-C030-0.4M,RCC-C030-0.4M,mini-HDCI to HDMI + RJ45,,$362,$313
Sound Control Technologies,RCC-C030-1.0M,RCC-C030-1.0M,mini-HDCI to HDMI + RJ45,,$362,$313
Sound Control Technologies,RCC-C030-2.0M,RCC-C030-2.0M,mini-HDCI to HDMI + RJ45,,$362,$313
Sound Control Technologies,RCC-C031-0.5M,RCC-C031-0.5M,HDCI to HDMI + RJ45,,$362,$313
Sound Control Technologies,RCC-C032-0.2M,RCC-C032-0.2M,HDCI to 37-pin mini-HDCI,,$210,$182
Sound Control Technologies,RCC-C033-0.4M,RCC-C033-0.4M,6-pin Mini-DIN to 6-pin Mini-DIN,,$210,$182
Sound Control Technologies,RCC-C033-1.0M,RCC-C033-1.0M,6-pin Mini-DIN to 6-pin Mini-DIN,,$210,$182
Sound Control Technologies,RCC-C033-2.0M,RCC-C033-2.0M,6-pin Mini-DIN to 6-pin Mini-DIN,,$210,$182
Sound Control Technologies,RCC-C037-0.3M,RCC-C037-0.3M,Cat6  RJ45 to R/A RJ45,,$76,$66
Sound Control Technologies,RCC-C037-1.0M,RCC-C037-1.0M,Cat6 RJ45 to R/A RJ45,,$76,$66
Sound Control Technologies,RCC-C037-2.0M,RCC-C037-2.0M,Cat6 RJ45 to R/A RJ45,,$76,$66
Sound Control Technologies,RCC-C038-0.5M,RCC-C038-0.5M,HDCI-F to HDMI + RJ45 + 3.5mm TRS,,$210,$182
Sound Control Technologies,RCC-C039-0.3M,RCC-C039-0.3M,6-pin Mini-DIN to USB-A + RJ45,,$210,$182
Sound Control Technologies,RCC-C039-1.0M,RCC-C039-1.0M,6-pin Mini-DIN to USB-A + RJ45,,$210,$182
Sound Control Technologies,RCC-C039-2.0M,RCC-C039-2.0M,6-pin Mini-DIN to USB-A + RJ45,,$210,$182
Sound Control Technologies,RCC-C040-0.3M,RCC-C040-0.3M,6-pin Mini-DIN to RJ45,,$210,$182
Sound Control Technologies,RCC-C040-2.0M,RCC-C040-2.0M,6-pin Mini-DIN to RJ45,,$210,$182
Sound Control Technologies,RCC-C042-0.3M,RCC-C042-0.3M,9-pin Mini-DIN to RJ45,,$210,$182
Sound Control Technologies,RCC-C042-2.0M,RCC-C042-2.0M,9-pin Mini-DIN to RJ45,,$210,$182
Sound Control Technologies,RC-CEIL-P001-1,RC-CEIL-P001-1,Part: Ceiling Mount Part - Drop Tile (Camera Cradle) : Cisco PrecisionHD 12x/4x Cisco PrecisionHD 12x/4x,,$334,$290
Sound Control Technologies,RC-CEIL-P001-2,RC-CEIL-P001-2,Part: Ceiling Mount Part - Drop Tile (Camera Cradle) : Poly EagleEye IV Poly EagleEye IV,,$334,$290
Sound Control Technologies,RC-CEIL-P001-3,RC-CEIL-P001-3,Part: Ceiling Mount Part - Drop Tile (Camera Cradle) : Universal Universal,,$334,$290
Sound Control Technologies,RCC-H001-1.0M,RCC-H001-1.0M,HDMI to HDMI,,$210,$182
Sound Control Technologies,RCC-H001-2.0M,RCC-H001-2.0M,HDMI to HDMI,,$210,$182
Sound Control Technologies,RCC-H001-3.0M,RCC-H001-3.0M,HDMI to HDMI,,$210,$182
Sound Control Technologies,RCC-H002-1.0M,RCC-H002-1.0M,HDMI to DVI,,$210,$182
Sound Control Technologies,RCC-H003-1.0M,RCC-H003-1.0M,DB9-F to DB9-M,,$210,$182
Sound Control Technologies,RCC-H004-0.4M,RCC-H004-0.4M,DB9-F to 8-pin Mini-DIN,,$210,$182
Sound Control Technologies,RCC-H005-1.0M,RCC-H005-1.0M,DB9-F to 8-pin Mini-DIN,,$210,$182
Sound Control Technologies,RCC-H006-1.0M,RCC-H006-1.0M,DB9-F to DB15,,$210,$182
Sound Control Technologies,RCC-H009-1.0M,RCC-H009-1.0M,HDMI to DB9-F,,$210,$182
Sound Control Technologies,RCC-H010-2.0M,RCC-H010-2.0M,DB9-F to DB9-F,,$210,$182
Sound Control Technologies,RCC-H012-1.0M,RCC-H012-1.0M,DB9-F to RJ11,,$210,$182
Sound Control Technologies,RCC-H013-3.0M,RCC-H013-3.0M,DB9-F to 8-pin Mini-DIN,,$210,$182
Sound Control Technologies,RCC-H014-1.0M,RCC-H014-1.0M,8-pin Mini-DIN to RJ45,,$210,$182
Sound Control Technologies,RCC-H016-1.0M,RCC-H016-1.0M,RJ45 to RJ45 Poly Expansion Mic,,$210,$182
Sound Control Technologies,RCC-H017-1.0M,RCC-H017-1.0M,DB9-M to 8-pin Mini-DIN Poly Expansion Mic,,$210,$182
Sound Control Technologies,RCC-H030-1.0M,RCC-H030-1.0M,HDCI to HDMI + DB9-F,,$362,$313
Sound Control Technologies,RCC-H038-1.0M,RCC-H038-1.0M,HDCI to DB9-F + HDMI + 3.5mm TRS,,$362,$313
Sound Control Technologies,RCC-H039-1.0M,RCC-H039-1.0M,6-pin Mini-DIN to USB-B + DB9-F,,$210,$182
Sound Control Technologies,RCC-H039-2.0M,RCC-H039-2.0M,6-pin Mini-DIN to USB-B + DB9-F,,$210,$182
Sound Control Technologies,RCC-H040-1.0M,RCC-H040-1.0M,HPCN to DB9-F + HDMI USB Cable,,$210,$182
Sound Control Technologies,RC-CM,RC-CM,2 Gang Plate ,,$158,$137
Sound Control Technologies,RCC-M001-1.0M,RCC-M001-1.0M,DB9-F to DB9-F *Null Modem*,,$76,$66
Sound Control Technologies,RCC-M002-1.0M,RCC-M002-1.0M,DB9-F to 3-pin 3.81mm EuroPlug,,$76,$66
Sound Control Technologies,RCC-M003-0.3M,RCC-M003-0.3M,"USB-A to USB-A, USB3.0 Head End Module",,$76,$66
Sound Control Technologies,RCC-M003-1.0M,RCC-M003-1.0M,"USB-A to USB-A, USB3.0 Camera End Module",,$76,$66
Sound Control Technologies,RCC-M004-0.3M,RCC-M004-0.3M,"USB-A to USB-B, USB3.0 Head End Module",,$76,$66
Sound Control Technologies,RCC-M004-1.0M,RCC-M004-1.0M,"USB-A to USB-B, USB3.0 Camera End Module",,$76,$66
Sound Control Technologies,RCC-M005-0.3M,RCC-M005-0.3M,"USB-A to USB-C, USB3.1 Head End Module",,$76,$66
Sound Control Technologies,RCC-M005-1.0M,RCC-M005-1.0M,"USB-A to USB-C, USB3.1 Camera End Module",,$76,$66
Sound Control Technologies,RCC-M006-0.3M,RCC-M006-0.3M,"USB-A to USB-Micro-B, USB2.0 Head End Module",,$76,$66
Sound Control Technologies,RCC-M006-1.0M,RCC-M006-1.0M,"USB-A to USB-Micro-B, USB2.0 Camera End Module",,$76,$66
Sound Control Technologies,RCC-M006-2.0M,RCC-M006-2.0M,"USB-A to USB-Micro-B, USB2.0 Head End Module",,$76,$66
Sound Control Technologies,RCC-M007-0.3M,RCC-M007-0.3M,"USB-A to USB-MINI-B, USB2.0 Receiver",,$76,$66
Sound Control Technologies,RCC-M007-1.0M,RCC-M007-1.0M,"USB-A to USB-MINI-B, USB2.0 Transmitter",,$76,$66
Sound Control Technologies,RCC-M008-0.3M,RCC-M008-0.3M,"USB-A to USB-B, USB3.0 Receiver",,$76,$66
Sound Control Technologies,RCC-M008-1.0M,RCC-M008-1.0M,"USB-A to USB-B, USB3.0 Transmitter",,$76,$66
Sound Control Technologies,RCC-M009,RCC-M009,RJ45-F to DB9-F  Adapter Camera End Module,,$210,$182
Sound Control Technologies,RCC-M010-1.0M,RCC-M010-1.0M,RJ12 to RJ12 Head End Module,,$76,$66
Sound Control Technologies,RCC-M010-3.0M,RCC-M010-3.0M,RJ12 to RJ12 Camera End Module,,$76,$66
Sound Control Technologies,RCC-M012-2.0M,RCC-M012-2.0M,"USB-B to USB-C, USB3.0 (Not USB2.0) Head End Module",,$76,$66
Sound Control Technologies,RCC-M013-1.0M,RCC-M013-1.0M,USB-A 2.0 to RS-232 3-pin 3.81mm Euroblock Plug Clock CRM 200S-RF RGB,,$76,$66
Sound Control Technologies,RCC-M014-1.0M,RCC-M014-1.0M,"USB-B to USB-C, USB2.0 Clock CRM 200S-RF RGB",,$76,$66
Sound Control Technologies,RCC-M014-2.0M,RCC-M014-2.0M,"USB-B to USB-C, USB2.0 Poly Expansion Mic",,$76,$66
Sound Control Technologies,RCC-M015-0.3M,RCC-M015-0.3M,USB-C to Locking USB-C Poly Expansion Mic,,$76,$66
Sound Control Technologies,RCC-M015-1.0M,RCC-M015-1.0M,USB-C to Locking USB-C Receiver,,$76,$66
Sound Control Technologies,RCC-M015-2.0M,RCC-M015-2.0M,USB-C to Locking USB-C Transmitter,,$76,$66
Sound Control Technologies,RCC-M016-0.3M,RCC-M016-0.3M,Locking USB-C to Locking USB-C,,$76,$66
Sound Control Technologies,RCC-M017-0.3M,RCC-M017-0.3M,USB-A 3.0 to Locking USB-C Transmitter,,$76,$66
Sound Control Technologies,RCC-M017-1.0M,RCC-M017-1.0M,USB-A 3.0 to Locking USB-C Receiver,,$76,$66
Sound Control Technologies,RCC-M017-2.0M,RCC-M017-2.0M,USB-A 3.0 to Locking USB-C Transmitter,,$76,$66
Sound Control Technologies,RCC-M018-0.3M,RCC-M018-0.3M,USB-B 3.0 to Locking USB-C Receiver,,$76,$66
Sound Control Technologies,RCC-M019-1.0M,RCC-M019-1.0M,3-pin Euroblock plug to 3-pin Euroblock plug,,$76,$66
Sound Control Technologies,RCC-M020 ,RCC-M020 ,USB-A(F) 3.0 to USB-C Power Supply,,$76,$66
Sound Control Technologies,RCC-M021-1.0M,RCC-M021-1.0M,3.5mm TRS Audio Plug to 3-pin 3.5mm Euroblock,,$76,$66
Sound Control Technologies,RC-CUBBY-ADP1-0,RC-CUBBY-ADP1-0,Part - Adapter Plate - Director 2 Poly Director II,,$121,$104
Sound Control Technologies,RC-CUBBY-ADP2-0,RC-CUBBY-ADP2-0,Part - Adapter Plate - Quadcam Cisco Quadcam,,$121,$104
Sound Control Technologies,RC-CUBBY-BBX-1,RC-CUBBY-BBX-1,Part - Backbox V1 : Universal Universal,,$775,$672
Sound Control Technologies,RC-CUBBY-BBX-2,RC-CUBBY-BBX-2,Part - Backbox V2 : Universal Universal,,$775,$672
Sound Control Technologies,RC-CUBBY-BBZ1-0,RC-CUBBY-BBZ1-0,Part - Front Bezel : Poly Director 2 Poly Director II,,$334,$290
Sound Control Technologies,RC-CUBBY-BBZ1-1,RC-CUBBY-BBZ1-1,Part - Front Bezel : Cisco Quadcam Cisco Quadcam,,$334,$290
Sound Control Technologies,RC-CUBBY-BPC,RC-CUBBY-BPC,RC-CUBBY™ On Wall Mount : Biamp Parlé VBC 2500 RC-CUBBY-BPC supporting the Biamp Parle,,"$1,619","$1,403"
Sound Control Technologies,RC-CUBBY-BRC,RC-CUBBY-BRC,RC-CUBBY™ On Wall Mount : Sony BRC/SRG + Panasonic AW-HE130/150 RC-CUBBY-BRC™ supporting large format PTZ cameras,,"$1,619","$1,403"
Sound Control Technologies,RC-CUBBY-CP6,RC-CUBBY-CP6,RC-CUBBY™ On Wall Mount : Cisco P60 RC-CUBBY CP6™ supporting the Cisco Precision 60 camera,,"$1,619","$1,403"
Sound Control Technologies,RC-CUBBY-CQC,RC-CUBBY-CQC,RC-CUBBY™ On Wall Mount : Cisco Quadcam RC-CUBBY-CQC™ supporting the Cisco Quad Camera,,"$1,619","$1,403"
Sound Control Technologies,RC-CUBBY-CRB,RC-CUBBY-CRB,RC-CUBBY™ On Wall Mount : Cisco Room Bar RC-CUBBY-CRB™ supporting the Cisco Room Bar,,"$1,619","$1,403"
Sound Control Technologies,RC-CUBBY-CRBP,RC-CUBBY-CRBP,RC-CUBBY™ On Wall Mount : Cisco Room Bar Pro RC-CUBBY-CRBP™ supporting the Cisco Room Bar Pro,,"$1,619","$1,403"
Sound Control Technologies,RC-CUBBY-E70,RC-CUBBY-E70,RC-CUBBY™ On Wall Mount : Poly Studio E70 RC-CUBBY-E70™ supporting the Poly Studio E70,,"$1,619","$1,403"
Sound Control Technologies,RC-CUBBY-EE4,RC-CUBBY-EE4,RC-CUBBY™ On Wall Mount : Poly EagleEye IV RC-CUBBY-EE4™ supporting the Poly EagleEye IV camera,,"$1,619","$1,403"
Sound Control Technologies,RC-CUBBY-MINI,RC-CUBBY-MINI,RC-CUBBY™ On Wall Mount : Cisco RoomKit Mini RC-CUBBY-MINI™ supporting the Cisco Room Kit Mini camera,,"$1,619","$1,403"
Sound Control Technologies,RC-CUBBY-PD2,RC-CUBBY-PD2,RC-CUBBY™ On Wall Mount : Poly Director 2 / 1Beyond Hawk RC-CUBBY-PD2™ supporting the Poly Director II,,"$1,619","$1,403"
Sound Control Technologies,RC-CUBBY-RK,RC-CUBBY-RK,RC-CUBBY™ On Wall Mount : Cisco RoomKit RC-CUBBY-RK™ supporting the Cisco Room Kit,,"$1,619","$1,403"
Sound Control Technologies,RC-CUBBY-SE,RC-CUBBY-SE,Part : RC7/RC8-CE Safety Enclosure. Used in conjunction with RC-CUBBY Universal,,"$1,102",$955
Sound Control Technologies,RC-CUBBY-ST6,RC-CUBBY-ST6,RC-CUBBY™ On Wall Mount : Cisco SpeakerTrack 60 RC-CUBBY-ST6™ supporting the Cisco SpeakerTrack 60,,"$1,808","$1,567"
Sound Control Technologies,RC-EDA,RC-EDA,Disti Amp: Dual Output HDMI DA with CEC to RS-232 and Ethernet Conversion RC-EDA™ - Sound Control Technologies,*New!,"$4,357","$3,776"
Sound Control Technologies,RCF1-CW4,RCF1-CW4,"Fiber Transport of HDMI Video + Ethernet Control + Serial Visca Loop + 12V Output + ARC/Analog Audio I/O + HDMI Distribution Amp, 300 meters RCF1-CW4™ Supporting Cisco's Webex PTZ 4K Camera & SX80/Codec Plus/Codec EQ/Codec Pro Codecs",,"$10,091","$8,746"
Sound Control Technologies,RCF1-E4P,RCF1-E4P,"Fiber Transport of HDMI Video + Ethernet Control + Serial Visca Loop + 12V Output + ARC/Analog Audio I/O + HDMI Distribution Amp, 300 meters RCF1-E4P™ Supporting Poly’s EagleEyeIV Camera & RealPresense/G7500 Codecs",,"$10,091","$8,746"
Sound Control Technologies,RCF1-P60,RCF1-P60,"Fiber Transport of HDMI Video + Ethernet Control + Serial Visca Loop + 12V Output + ARC/Analog Audio I/O + HDMI Distribution Amp, 300 meters RCF1-P60™ Supporting Cisco's Precision 60 Camera & SX80/Codec Plus/Codec EQ/Codec Pro Codecs",,"$10,091","$8,746"
Sound Control Technologies,RCF1-UNI,RCF1-UNI,"Fiber Transport of HDMI Video + Ethernet Control + Serial Visca Loop + 12V Output + ARC/Analog Audio I/O + HDMI Distribution Amp, 300 meters RCF1-UNI™ Supporting Sony and Compatible Cameras",,"$10,091","$8,746"
Sound Control Technologies,RCF2-CQC,RCF2-CQC,"Fiber Transport of Dual HDMI Video + Ethernet Control + Serial Visca Loop + 12V Output + ARC/Analog Audio I/O + Dual HDMI Distribution Amp, 300 meters RCF2-CQC™ Supporting Cisco's Quad Camera & SX80/Codec Plus/Codec EQ/Codec Pro Codecs",,"$13,191","$11,432"
Sound Control Technologies,RCF2-CST,RCF2-CST,"Fiber Transport of Dual HDMI Video + Ethernet Control + Serial Visca Loop + 12V Output + ARC/Analog Audio I/O + Dual HDMI Distribution Amp, 300 meters RCF2-CST™ Supporting Cisco's SpeakerTrack 60 & SX80/Codec Plus/Codec EQ/Codec Pro Codecs",,"$13,191","$11,432"
Sound Control Technologies,RCM-Bracket-Set,RCM-Bracket-Set,[2] front mount L-brackets w/ 2 pan head screws RTK RX Mounting Bracket,,$59,$51
Sound Control Technologies,RCM-CP6,RCM-CP6,RCM™ On Wall Mount : Cisco Precision60 RCM-CP6™ Wall Mount™ supporting the Cisco Precision 60 camera,,$431,$373
Sound Control Technologies,RCM-CQC,RCM-CQC,RCM™ On Wall Mount : Cisco QuadCam RCM-CQC™ Wall Mount™ supporting the Cisco Quad Camera,,$930,$806
Sound Control Technologies,RCM-E70,RCM-E70,RCM™ On Wall Mount : Poly Studio E70 RCM-E70™ Wall Mount™ supporting the Poly E70 camera,,$431,$373
Sound Control Technologies,RCM-EE1,RCM-EE1,"RCM™ On Wall Mount : Poly EagleEye I, II, III RCM-EE1™ Wall Mount™ supporting the Poly EagleEye I/II/III cameras",,$431,$373
Sound Control Technologies,RCM-EE4,RCM-EE4,RCM™ On Wall Mount : Poly EagleEye IV (Does not fit the EagleEye USB Camera) RCM-EE4™ Wall Mount™ supporting the poly EagleEye IV camera,,$431,$373
Sound Control Technologies,RCM-L10,RCM-L10,RCM™ On Wall Mount : Lifesize 10X RCM-L10™ Wall Mount™ supporting the Lifesize 10X camera,,$431,$373
Sound Control Technologies,RCM-LCM,RCM-LCM,RCM™ On Wall Mount : Large Camera Mount RCM-LCM™ Wall Mount™ supporting large format round base cameras,,$740,$642
Sound Control Technologies,RCM-LRC,RCM-LRC,RCM™ On Wall Mount : Logitech RallyCam RCM-LRC™ Wall Mount™ supporting the Logitech Rally camera,,$431,$373
Sound Control Technologies,RCM-PRO,RCM-PRO,RCM™ On Wall Mount : Logitech PTZ Pro2 RCM-PRO™ Wall Mount™ supporting the Logitech PTZ PRO 2 camera,,$431,$373
Sound Control Technologies,RCM-SD3,RCM-SD3,RCM™ On Wall Mount : Avaya Deluxe/Flex RCM-SD3™ Wall Mount™ supporting the Sony EVI-HD3/7 cameras,,$431,$373
Sound Control Technologies,RCM-UNI,RCM-UNI,RCM™ On Wall Mount : Universal Round Camera Base RCM-UNI™ Wall Mount™ supporting small format round base cameras,,$431,$373
Sound Control Technologies,RCM-URM,RCM-URM,RCM™ On Wall Mount : Universal Rectangular Camera Base RCM-URM™ Wall Mount™ supporting rectangular base cameras,,$431,$373
Sound Control Technologies,RCM-URMX,RCM-URMX,RCM™ On Wall Mount : Larger Universal Rectangular Camera Base RCM-URMX™ Wall Mount™ supporting larger rectangular base cameras. HP Poly E60,,$431,$373
Sound Control Technologies,RCM-USM,RCM-USM,RCM™ On Wall Mount : Universal Square Camera Base RCM-USM™ Wall Mount™ supporting square base cameras,,$431,$373
Sound Control Technologies,RCP-CQC,RCP-CQC,CISCO QUADCAM POLE MOUNT ADAPTER RCP-CQC™ pole mount supports the Cisco Quad Camera,,"$1,498","$1,298"
Sound Control Technologies,RCP-CW4,RCP-CW4,CISCO PTZ-4K POLE MOUNT ADAPTER RCP-CW4™ pole mount supports the Cisco PTZ-4K Camera,,"$1,326","$1,149"
Sound Control Technologies,RCR-BEZ,RCR-BEZ,Part: Bezel ,,$861,$746
Sound Control Technologies,RCR-BX1,RCR-BX1,Part: Backbox ,,$861,$746
