StockCode,Vendor,VendorStockCode,StockDescription,PrimaryCategory,SecondaryCategory,TertiaryCategory,RRPEx,DealerEx,StockAvailable,ETA,Status,Type,BundledItem1,BundledItem2,BundledItem3,BundledItem4,BundledItem5
01-SSC-2206,SONICWALL,01-SSC-2206,"HA CONVERSION LICENSE TO STANDALONE UNIT FOR NSA 9650","NETWORKING","NSA 9650","LICENSING","54620.00","40264.00",0,TBA,A,StockedItem,,,,,
01-SSC-2298,SONICWALL,01-SSC-2298,"SMA CMS POOLED LICENSE 10 USER & SUPPORT 1YR","NETWORKING","SMA","LICENSING","1047.00","772.00",0,TBA,A,StockedItem,,,,,
01-SSC-2299,SONICWALL,01-SSC-2299,"SMA CMS POOLED LICENSE 10 USER & SUPPORT 3YR","NETWORKING","SMA","LICENSING","2723.00","2007.00",0,TBA,A,StockedItem,,,,,
01-SSC-2317,SONICWALL,01-SSC-2317,"NSA 2650 HA CONVERSION LICENSE TO STANDALONE UNIT","NETWORKING","NSA 2650","LICENSING","1728.00","1274.00",0,TBA,A,StockedItem,,,,,
01-SSC-2323,SONICWALL,01-SSC-2323,"24X7 SUPPORT FOR SMA 6210 5 USER 1 YR - STACKABLE","NETWORKING","SMA 6200","LICENSING","1551.00","1143.00",0,TBA,A,StockedItem,,,,,
01-SSC-2325,SONICWALL,01-SSC-2325,"24X7 SUPPORT FOR SMA 6210 5 USER 3 YR - STACKABLE","NETWORKING","SMA 6200","LICENSING","3268.00","2409.00",0,TBA,A,StockedItem,,,,,
01-SSC-2326,SONICWALL,01-SSC-2326,"24X7 SUPPORT FOR SMA 6210 100 USER 1 YR - STACKABLE","NETWORKING","SMA 6200","LICENSING","5058.00","3729.00",0,TBA,A,StockedItem,,,,,
01-SSC-2328,SONICWALL,01-SSC-2328,"24X7 SUPPORT FOR SMA 6210 100 USER 3 YR - STACKABLE","NETWORKING","SMA 6200","LICENSING","10628.00","7835.00",0,TBA,A,StockedItem,,,,,
01-SSC-2329,SONICWALL,01-SSC-2329,"24X7 SUPPORT FOR SMA 6210 250 USER 1 YR - STACKABLE","NETWORKING","SMA 6200","LICENSING","9497.00","7001.00",0,TBA,A,StockedItem,,,,,
01-SSC-2331,SONICWALL,01-SSC-2331,"24X7 SUPPORT FOR SMA 6210 250 USER 3 YR - STACKABLE","NETWORKING","SMA 6200","LICENSING","19947.00","14704.00",0,TBA,A,StockedItem,,,,,
01-SSC-2332,SONICWALL,01-SSC-2332,"24X7 SUPPORT FOR SMA 6210 500 USER 1 YR - STACKABLE","NETWORKING","SMA 6200","LICENSING","15676.00","11555.00",0,TBA,A,StockedItem,,,,,
01-SSC-2334,SONICWALL,01-SSC-2334,"24X7 SUPPORT FOR SMA 6210 500 USER 3 YR - STACKABLE","NETWORKING","SMA 6200","LICENSING","32933.00","24277.00",0,TBA,A,StockedItem,,,,,
01-SSC-2335,SONICWALL,01-SSC-2335,"24X7 SUPPORT FOR SMA 6210 1000 USER 1 YR - STACKABLE","NETWORKING","SMA 6200","LICENSING","20576.00","15168.00",0,TBA,A,StockedItem,,,,,
01-SSC-2337,SONICWALL,01-SSC-2337,"24X7 SUPPORT FOR SMA 6210 1000 USER 3 YR - STACKABLE","NETWORKING","SMA 6200","LICENSING","43226.00","31864.00",0,TBA,A,StockedItem,,,,,
01-SSC-2338,SONICWALL,01-SSC-2338,"24X7 SUPPORT FOR SMA 6210 2000 USER 1 YR - STACKABLE","NETWORKING","SMA 6200","LICENSING","23131.00","17051.00",0,TBA,A,StockedItem,,,,,
01-SSC-2340,SONICWALL,01-SSC-2340,"24X7 SUPPORT FOR SMA 6210 2000 USER 3 YR - STACKABLE","NETWORKING","SMA 6200","LICENSING","48576.00","35808.00",0,TBA,A,StockedItem,,,,,
01-SSC-2341,SONICWALL,01-SSC-2341,"24X7 SUPPORT FOR SMA 7210 5 USER 1 YR - STACKABLE","NETWORKING","SMA 7200","LICENSING","4367.00","3219.00",0,TBA,A,StockedItem,,,,,
01-SSC-2343,SONICWALL,01-SSC-2343,"24X7 SUPPORT FOR SMA 7210 5 USER 3 YR - STACKABLE","NETWORKING","SMA 7200","LICENSING","9161.00","6753.00",0,TBA,A,StockedItem,,,,,
01-SSC-2344,SONICWALL,01-SSC-2344,"24X7 SUPPORT FOR SMA 7210 100 USER 1 YR - STACKABLE","NETWORKING","SMA 7200","LICENSING","7906.00","5828.00",0,TBA,A,StockedItem,,,,,
01-SSC-2346,SONICWALL,01-SSC-2346,"24X7 SUPPORT FOR SMA 7210 100 USER 3 YR - STACKABLE","NETWORKING","SMA 7200","LICENSING","16596.00","12234.00",0,TBA,A,StockedItem,,,,,
01-SSC-2347,SONICWALL,01-SSC-2347,"24X7 SUPPORT FOR SMA 7210 250 USER 1 YR - STACKABLE","NETWORKING","SMA 7200","LICENSING","12377.00","9124.00",0,TBA,A,StockedItem,,,,,
01-SSC-2349,SONICWALL,01-SSC-2349,"24X7 SUPPORT FOR SMA 7210 250 USER 3 YR - STACKABLE","NETWORKING","SMA 7200","LICENSING","25990.00","19159.00",0,TBA,A,StockedItem,,,,,
01-SSC-2350,SONICWALL,01-SSC-2350,"24X7 SUPPORT FOR SMA 7210 500 USER 1 YR - STACKABLE","NETWORKING","SMA 7200","LICENSING","15812.00","11656.00",0,TBA,A,StockedItem,,,,,
01-SSC-2352,SONICWALL,01-SSC-2352,"24X7 SUPPORT FOR SMA 7210 500 USER 3 YR - STACKABLE","NETWORKING","SMA 7200","LICENSING","33205.00","24477.00",0,TBA,A,StockedItem,,,,,
01-SSC-2353,SONICWALL,01-SSC-2353,"24X7 SUPPORT FOR SMA 7210 1000 USER 1 YR - STACKABLE","NETWORKING","SMA 7200","LICENSING","20754.00","15299.00",0,TBA,A,StockedItem,,,,,
01-SSC-2355,SONICWALL,01-SSC-2355,"24X7 SUPPORT FOR SMA 7210 1000 USER 3 YR - STACKABLE","NETWORKING","SMA 7200","LICENSING","43582.00","32127.00",0,TBA,A,StockedItem,,,,,
01-SSC-2356,SONICWALL,01-SSC-2356,"24X7 SUPPORT FOR SMA 7210 2500 USER 1 YR - STACKABLE","NETWORKING","SMA 7200","LICENSING","33465.00","24669.00",0,TBA,A,StockedItem,,,,,
01-SSC-2358,SONICWALL,01-SSC-2358,"24X7 SUPPORT FOR SMA 7210 2500 USER 3 YR- STACKABLE","NETWORKING","SMA 7200","LICENSING","70283.00","51809.00",0,TBA,A,StockedItem,,,,,
01-SSC-2365,SONICWALL,01-SSC-2365,"24X7 SUPPORT FOR SMA 7210 10000 USER 1 YR - STACKABLE","NETWORKING","SMA 7200","LICENSING","48147.00","35491.00",0,TBA,A,StockedItem,,,,,
01-SSC-2367,SONICWALL,01-SSC-2367,"24X7 SUPPORT FOR SMA 7210 10000 USER 3 YR - STACKABLE","NETWORKING","SMA 7200","LICENSING","115550.00","85178.00",0,TBA,A,StockedItem,,,,,
01-SSC-2368,SONICWALL,01-SSC-2368,"SONICWALL SMA 10DAY 5-1000 SPIKE FOR SMA 6210 ON 12.4.3 OR EARLIER","NETWORKING","SMA","0","4116.00","3034.00",999999999,,A,StockedItem,,,,,
01-SSC-2369,SONICWALL,01-SSC-2369,"SONICWALL SMA 10DAY 1000-2000 SPIKE FOR SMA 6210 ON 12.4.3 OR EARLIER","NETWORKING","SMA","0","6430.00","4740.00",999999999,,A,StockedItem,,,,,
01-SSC-2370,SONICWALL,01-SSC-2370,"SONICWALL SMA 30DAY 5-1000 SPIKE FOR SMA 6210 ON 12.4.3 OR EARLIER","NETWORKING","SMA","0","8231.00","6067.00",999999999,,A,StockedItem,,,,,
01-SSC-2371,SONICWALL,01-SSC-2371,"SONICWALL SMA 30DAY 1000-2000 SPIKE FOR SMA 6210 ON 12.4.3 OR EARLIER","NETWORKING","SMA","0","12858.00","9478.00",999999999,,A,StockedItem,,,,,
01-SSC-2372,SONICWALL,01-SSC-2372,"SONICWALL SMA 10DAY 5-5000 SPIKE FOR SMA 7210 ON 12.4.3 OR EARLIER","NETWORKING","SMA","0","13088.00","9648.00",999999999,,A,StockedItem,,,,,
01-SSC-2373,SONICWALL,01-SSC-2373,"SONICWALL SMA 10DAY 5005-10000 SPIKE FOR SMA 7210 ON 12.4.3 OR EARLIER","NETWORKING","SMA","0","22806.00","16812.00",999999999,,A,StockedItem,,,,,
01-SSC-2374,SONICWALL,01-SSC-2374,"SONICWALL SMA 30DAY 5-5000 SPIKE FOR SMA 7210 ON 12.4.3 OR EARLIER","NETWORKING","SMA","0","26188.00","19305.00",999999999,,A,StockedItem,,,,,
01-SSC-2375,SONICWALL,01-SSC-2375,"SONICWALL SMA 30DAY 5005-10000 SPIKE FOR SMA 7210 ON 12.4.3 OR EARLIER","NETWORKING","SMA","0","55749.00","41095.00",999999999,,A,StockedItem,,,,,
01-SSC-2379,SONICWALL,01-SSC-2379,"24X7 SUPPORT FOR SMA 7210 25 USER 1 YR - STACKABLE","NETWORKING","SMA 7200","LICENSING","5393.00","3976.00",0,TBA,A,StockedItem,,,,,
01-SSC-2381,SONICWALL,01-SSC-2381,"24X7 SUPPORT FOR SMA 7210 25 USER 3 YR - STACKABLE","NETWORKING","SMA 7200","LICENSING","11330.00","8352.00",0,TBA,A,StockedItem,,,,,
01-SSC-2382,SONICWALL,01-SSC-2382,"24X7 SUPPORT FOR SMA 7210 50 USER 1 YR - STACKABLE","NETWORKING","SMA 7200","LICENSING","6334.00","4669.00",0,TBA,A,StockedItem,,,,,
01-SSC-2384,SONICWALL,01-SSC-2384,"24X7 SUPPORT FOR SMA 7210 50 USER 3 YR - STACKABLE","NETWORKING","SMA 7200","LICENSING","13309.00","9811.00",0,TBA,A,StockedItem,,,,,
01-SSC-2388,SONICWALL,01-SSC-2388,"24X7 SUPPORT FOR SMA 6210 25 USER 1 YR - STACKABLE","NETWORKING","SMA 6200","LICENSING","2576.00","1899.00",0,TBA,A,StockedItem,,,,,
01-SSC-2390,SONICWALL,01-SSC-2390,"24X7 SUPPORT FOR SMA 6210 25 USER 3 YR - STACKABLE","NETWORKING","SMA 6200","LICENSING","5403.00","3983.00",0,TBA,A,StockedItem,,,,,
01-SSC-2391,SONICWALL,01-SSC-2391,"24X7 SUPPORT FOR SMA 6210 50 USER 1 YR - STACKABLE","NETWORKING","SMA 6200","LICENSING","3507.00","2585.00",0,TBA,A,StockedItem,,,,,
01-SSC-2393,SONICWALL,01-SSC-2393,"24X7 SUPPORT FOR SMA 6210 50 USER 3 YR - STACKABLE","NETWORKING","SMA 6200","LICENSING","7373.00","5435.00",0,TBA,A,StockedItem,,,,,
01-SSC-2401,SONICWALL,01-SSC-2401,"SMA CMS POOLED LICENSE 50 USER & SUPPORT 1YR","NETWORKING","SMA","LICENSING","5026.00","3705.00",0,TBA,A,StockedItem,,,,,
01-SSC-2402,SONICWALL,01-SSC-2402,"SMA CMS POOLED LICENSE 50 USER & SUPPORT 3YR","NETWORKING","SMA","LICENSING","12565.00","9263.00",0,TBA,A,StockedItem,,,,,
01-SSC-2403,SONICWALL,01-SSC-2403,"SMA CMS POOLED LICENSE 250 USER & SUPPORT 1YR","NETWORKING","SMA","LICENSING","21990.00","16210.00",0,TBA,A,StockedItem,,,,,
01-SSC-2404,SONICWALL,01-SSC-2404,"SMA CMS POOLED LICENSE 250 USER & SUPPORT 3YR","NETWORKING","SMA","LICENSING","54660.00","40293.00",0,TBA,A,StockedItem,,,,,
01-SSC-2405,SONICWALL,01-SSC-2405,"SMA 6210 FIPS ADD-ON SUPPORT","NETWORKING","SMA 6200","SUPPORT","5016.00","3697.00",0,TBA,A,StockedItem,,,,,
01-SSC-2406,SONICWALL,01-SSC-2406,"SMA 7210 FIPS ADD-ON SUPPORT","NETWORKING","SMA 7200","SUPPORT","8366.00","6167.00",0,TBA,A,StockedItem,,,,,
01-SSC-2461,SONICWALL,01-SSC-2461,"SONICWAVE 432O SECTOR ANTENNA S124-12 SINGLE BAND 2.4GHZ 12DBI (NO RF CABLE)","NETWORKING","SONICWAVE","ACCESSORIES","733.00","540.00",0,TBA,A,StockedItem,,,,,
01-SSC-2462,SONICWALL,01-SSC-2462,"SONICWAVE 432O SECTOR ANTENNA S154-15 SINGLE BAND 5GHZ 15DBI (NO RF CABLE)","NETWORKING","SONICWAVE","ACCESSORIES","733.00","540.00",0,TBA,A,StockedItem,,,,,
01-SSC-2463,SONICWALL,01-SSC-2463,"SONICWAVE 432O PANEL ANTENNA P124-10 SINGLE BAND 2.4GHZ 10DBI (NO RF CABLE)","NETWORKING","SONICWAVE","ACCESSORIES","524.00","386.00",0,TBA,A,StockedItem,,,,,
01-SSC-2464,SONICWALL,01-SSC-2464,"SONICWAVE 432O PANEL ANTENNA P154-12 SINGLE BAND 5GHZ 12DBI (NO RF CABLE)","NETWORKING","SONICWAVE","ACCESSORIES","524.00","386.00",0,TBA,A,StockedItem,,,,,
01-SSC-2465,SONICWALL,01-SSC-2465,"SONICWAVE 432O PANEL ANTENNA P254-07 DUAL BAND 7DBI (NO RF CABLE)","NETWORKING","SONICWAVE","ACCESSORIES","628.00","463.00",0,TBA,A,StockedItem,,,,,
01-SSC-2466,SONICWALL,01-SSC-2466,"SONICWAVE 432O PANEL ANTENNA P254-09 DUAL BAND 9DBI (NO RF CABLE)","NETWORKING","SONICWAVE","ACCESSORIES","838.00","618.00",0,TBA,A,StockedItem,,,,,
01-SSC-2467,SONICWALL,01-SSC-2467,"SONICWAVE 432O PANEL ANTENNA P254-13 DUAL BAND 13DBI (NO RF CABLE)","NETWORKING","SONICWAVE","ACCESSORIES","942.00","695.00",0,TBA,A,StockedItem,,,,,
01-SSC-2471,SONICWALL,01-SSC-2471,"SONICWAVE 400 SERIES ESSENTIAL SECURE CLOUD WIFI MANAGEMENT AND SUPPORT 1AP-1YR","NETWORKING","SONICWAVE","SUPPORT","314.00","232.00",0,TBA,A,StockedItem,,,,,
01-SSC-2472,SONICWALL,01-SSC-2472,"SONICWAVE 400 SERIES ESSENTIAL SECURE CLOUD WIFI MANAGEMENT AND SUPPORT 1AP-3YR","NETWORKING","SONICWAVE","SUPPORT","628.00","463.00",0,TBA,A,StockedItem,,,,,
01-SSC-2473,SONICWALL,01-SSC-2473,"SONICWAVE 400 SERIES ESSENTIAL SECURE CLOUD WIFI MANAGEMENT AND SUPPORT 1AP-5YR","NETWORKING","SONICWAVE","SUPPORT","942.00","695.00",0,TBA,A,StockedItem,,,,,
01-SSC-2496,SONICWALL,01-SSC-2496,"SONICWALL REMOTE IMPLEMENTATION DPI-SSL DEPLOYMENT - 150 USERS","NETWORKING","PROFESSIONAL SERVICE","SERVICE","869.00","928.00",0,TBA,A,StockedItem,,,,,
01-SSC-2537,SONICWALL,01-SSC-2537,"SONICWAVE 432O WIRELESS ACCESS POINT WITH ESSENTIAL SECURE WIRELESS NETWORK MANAGEMENT AND","NETWORKING","SONICWAVE","432O","4616.00","3402.00",0,TBA,A,StockedItem,,,,,
01-SSC-2538,SONICWALL,01-SSC-2538,"SONICWAVE 432O WIRELESS ACCESS POINT WITH ESSENTIAL SECURE WIRELESS NETWORK MANAGEMENT AND","NETWORKING","SONICWAVE","432O","3906.00","2879.00",0,TBA,A,StockedItem,,,,,
01-SSC-2539,SONICWALL,01-SSC-2539,"SONICWAVE 432O WIRELESS ACCESS POINT WITH ESSENTIAL SECURE WIRELESS NETWORK MANAGEMENT AND","NETWORKING","SONICWAVE","432O","4260.00","3140.00",0,TBA,A,StockedItem,,,,,
01-SSC-2540,SONICWALL,01-SSC-2540,"SONICWAVE 432O WIRELESS ACCESS POINT WITH ESSENTIAL SECURE WIRELESS NETWORK MANAGEMENT AND","NETWORKING","SONICWAVE","432O","3669.00","2705.00",0,TBA,A,StockedItem,,,,,
01-SSC-2541,SONICWALL,01-SSC-2541,"SONICWAVE 432O WIRELESS ACCESS POINT WITH ESSENTIAL SECURE WIRELESS NETWORK MANAGEMENT AND","NETWORKING","SONICWAVE","432O","4379.00","3228.00",0,TBA,A,StockedItem,,,,,
01-SSC-2542,SONICWALL,01-SSC-2542,"SONICWAVE 432O WIRELESS ACCESS POINT WITH ESSENTIAL SECURE WIRELESS NETWORK MANAGEMENT AND","NETWORKING","SONICWAVE","432O","4023.00","2966.00",0,TBA,A,StockedItem,,,,,
01-SSC-2543,SONICWALL,01-SSC-2543,"SONICWAVE 432O WIRELESS ACCESS POINT 4-PACK WITH ESSENTIAL SECURE WIRELESS NETWORK MANAGEM","NETWORKING","SONICWAVE","432O","15690.00","11566.00",0,TBA,A,StockedItem,,,,,
01-SSC-2544,SONICWALL,01-SSC-2544,"SONICWAVE 432O WIRELESS ACCESS POINT 4-PACK WITH ESSENTIAL SECURE WIRELESS NETWORK MANAGEM","NETWORKING","SONICWAVE","432O","14484.00","10677.00",0,TBA,A,StockedItem,,,,,
01-SSC-2545,SONICWALL,01-SSC-2545,"SONICWAVE 432O WIRELESS ACCESS POINT 8-PACK WITH ESSENTIAL SECURE WIRELESS NETWORK MANAGEM","NETWORKING","SONICWAVE","432O","29533.00","21770.00",0,TBA,A,StockedItem,,,,,
01-SSC-2546,SONICWALL,01-SSC-2546,"SONICWAVE 432O WIRELESS ACCESS POINT 8-PACK WITH ESSENTIAL SECURE WIRELESS NETWORK MANAGEM","NETWORKING","SONICWAVE","432O","27263.00","20097.00",0,TBA,A,StockedItem,,,,,
01-SSC-2606,SONICWALL,01-SSC-2606,"SONICWAVE 432O WIRELESS ACCESS POINT SECURE UPGRADE PLUS WITH SECURE WIRELESS NETWORK MANA","NETWORKING","SONICWAVE","SECURE UPGRADE PLUS","3835.00","2827.00",0,TBA,A,StockedItem,,,,,
01-SSC-2608,SONICWALL,01-SSC-2608,"SONICWAVE 432O WIRELESS ACCESS POINT SECURE UPGRADE PLUS WITH SECURE WIRELESS NETWORK MANA","NETWORKING","SONICWAVE","SECURE UPGRADE PLUS","3621.00","2669.00",0,TBA,A,StockedItem,,,,,
01-SSC-2611,SONICWALL,01-SSC-2611,"SONICWAVE 432O WIRELESS ACCESS POINT 4-PACK SECURE UPGRADE PLUS WITH SECURE WIRELESS NETWO","NETWORKING","SONICWAVE","SECURE UPGRADE PLUS","13035.00","9609.00",0,TBA,A,StockedItem,,,,,
01-SSC-2614,SONICWALL,01-SSC-2614,"SONICWAVE 432O WIRELESS ACCESS POINT 8-PACK SECURE UPGRADE PLUS WITH SECURE WIRELESS NETWO","NETWORKING","SONICWAVE","SECURE UPGRADE PLUS","24537.00","18087.00",0,TBA,A,StockedItem,,,,,
01-SSC-2626,SONICWALL,01-SSC-2626,"SONICWAVE 432O WIRELESS ACCESS POINT NFR WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPO","NETWORKING","NFR","SONICWAVE SERIES","1728.00","1844.00",0,TBA,A,StockedItem,,,,,
01-SSC-2897,SONICWALL,01-SSC-2897,"SONICWALL GLOBAL VPN CLIENT WINDOWS  - 1000 LICENSE","NETWORKING","CLIENT SOFTWARE","IPSEC VPN","8366.00","6167.00",0,TBA,A,StockedItem,,,,,
01-SSC-3051,SONICWALL,01-SSC-3051,"SONICWALL REMOTE IMPLEMENTATION NSSP 10K/11K/13K","NETWORKING","PROFESSIONAL SERVICE","SERVICE","8377.00","8940.00",0,TBA,A,StockedItem,,,,,
01-SSC-3215,SONICWALL,01-SSC-3215,"SONICWALL NSA 3650 HIGH AVAILABILITY","NETWORKING",,"HARDWARE","7623.00","5619.00",0,TBA,A,StockedItem,,,,,
01-SSC-3402,SONICWALL,01-SSC-3402,"SMA CMS 100 APPLIANCES LICENSE 1YR NON-TRIAL USED WITH PERPETUAL USER LICENSES","NETWORKING","SMA CMS","LICENSING","4188.00","3088.00",0,TBA,A,StockedItem,,,,,
01-SSC-3457,SONICWALL,01-SSC-3457,"CAPTURE ADVANCED THREAT PROTECTION FOR NSA 3650 1YR","NETWORKING",,"SOFTWARE","5253.00","3873.00",999999999,,A,StockedItem,,,,,
01-SSC-3469,SONICWALL,01-SSC-3469,"CONTENT FILTERING SERVICE PREMIUM BUSINESS EDITION FOR NSA 3650 1YR","NETWORKING",,"SOFTWARE","6310.00","4651.00",999999999,,A,StockedItem,,,,,
01-SSC-3499,SONICWALL,01-SSC-3499,"CAPTURE ADVANCED THREAT PROTECTION FOR NSA 4650 1YR","NETWORKING",,"SOFTWARE","7457.00","5497.00",999999999,,A,StockedItem,,,,,
01-SSC-3583,SONICWALL,01-SSC-3583,"CONTENT FILTERING SERVICE PREMIUM BUSINESS EDITION FOR NSA 4650 1YR","NETWORKING",,"SOFTWARE","8949.00","6597.00",999999999,,A,StockedItem,,,,,
01-SSC-3589,SONICWALL,01-SSC-3589,"GATEWAY ANTI-MALWARE, INTRUSION PREVENTION AND APPLICATION CONTROL FOR NSA 4650 1YR","NETWORKING",,"SOFTWARE","8229.00","6066.00",999999999,,A,StockedItem,,,,,
01-SSC-3632,SONICWALL,01-SSC-3632,"GATEWAY ANTI-MALWARE, INTRUSION PREVENTION AND APPLICATION CONTROL FOR NSA 3650 1YR","NETWORKING",,"SOFTWARE","5796.00","4273.00",999999999,,A,StockedItem,,,,,
01-SSC-3680,SONICWALL,01-SSC-3680,"CAPTURE ADVANCED THREAT PROTECTION FOR NSA 5650 1YR","NETWORKING",,"SOFTWARE","11829.00","8720.00",999999999,,A,StockedItem,,,,,
01-SSC-3692,SONICWALL,01-SSC-3692,"CONTENT FILTERING SERVICE PREMIUM BUSINESS EDITION FOR NSA 5650 1YR","NETWORKING",,"SOFTWARE","14190.00","10460.00",999999999,,A,StockedItem,,,,,
01-SSC-3698,SONICWALL,01-SSC-3698,"GATEWAY ANTI-MALWARE, INTRUSION PREVENTION AND APPLICATION CONTROL FOR NSA 5650 1YR","NETWORKING",,"SOFTWARE","12998.00","9581.00",999999999,,A,StockedItem,,,,,
01-SSC-3802,SONICWALL,01-SSC-3802,"SONICWALL SUPERMASSIVE 9400 DEMO NFR","NETWORKING","NFR","SUPERMASSIVE SERIES","36646.00","39109.00",0,TBA,A,StockedItem,,,,,
01-SSC-3803,SONICWALL,01-SSC-3803,"SONICWALL SUPERMASSIVE 9400 TOTALSECURE 1 YR","NETWORKING","SUPERMASSIVE 9400","HARDWARE","108468.00","79957.00",0,TBA,A,StockedItem,,,,,
01-SSC-3812,SONICWALL,01-SSC-3812,"SONICWALL SUPERMASSIVE 9200 DEMO NFR","NETWORKING","NFR","SUPERMASSIVE SERIES","28269.00","30169.00",0,TBA,A,StockedItem,,,,,
01-SSC-3813,SONICWALL,01-SSC-3813,"SONICWALL SUPERMASSIVE 9200 TOTALSECURE 1 YR","NETWORKING","SUPERMASSIVE 9200","HARDWARE","83672.00","61679.00",0,TBA,A,StockedItem,,,,,
01-SSC-3822,SONICWALL,01-SSC-3822,"SONICWALL NSA 6600 DEMO NFR","NETWORKING","NFR","NSA SERIES","20939.00","22347.00",0,TBA,A,StockedItem,,,,,
01-SSC-3832,SONICWALL,01-SSC-3832,"SONICWALL NSA 5600 DEMO NFR","NETWORKING","NFR","NSA SERIES","11515.00","12289.00",0,TBA,A,StockedItem,,,,,
01-SSC-3842,SONICWALL,01-SSC-3842,"SONICWALL NSA 4600 DEMO NFR","NETWORKING","NFR","NSA SERIES","5860.00","6254.00",0,TBA,A,StockedItem,,,,,
01-SSC-3850,SONICWALL,01-SSC-3850,"SONICWALL NSA 3600","NETWORKING",,"HARDWARE","10876.00","8018.00",0,TBA,A,StockedItem,,,,,
01-SSC-3853,SONICWALL,01-SSC-3853,"SONICWALL NSA 3600 TOTALSECURE (1 YR)","NETWORKING","NSA 3600","HARDWARE","12384.00","9129.00",0,TBA,A,StockedItem,,,,,
01-SSC-3882,SONICWALL,01-SSC-3882,"SONICWALL SUPERMASSIVE 9600 DEMO NFR","NETWORKING","NFR","SUPERMASSIVE SERIES","41881.00","44697.00",0,TBA,A,StockedItem,,,,,
01-SSC-3883,SONICWALL,01-SSC-3883,"SONICWALL SUPERMASSIVE 9600 TOTALSECURE 1 YR","NETWORKING","SUPERMASSIVE 9600","HARDWARE","123965.00","91381.00",0,TBA,A,StockedItem,,,,,
01-SSC-4037,SONICWALL,01-SSC-4037,"SONICWALL NSA 4650 AND 4600 EXPANDED LICENSE","NETWORKING",,"SOFTWARE","3028.00","2232.00",999999999,,A,StockedItem,,,,,
01-SSC-4062,SONICWALL,01-SSC-4062,"COMPREHENSIVE ANTI-SPAM SERVICE FOR NSA 4650 1YR","NETWORKING",,"SOFTWARE","14941.00","11014.00",999999999,,A,StockedItem,,,,,
01-SSC-4068,SONICWALL,01-SSC-4068,"COMPREHENSIVE ANTI-SPAM SERVICE FOR NSA 5650 1YR","NETWORKING",,"SOFTWARE","23658.00","17440.00",999999999,,A,StockedItem,,,,,
01-SSC-4074,SONICWALL,01-SSC-4074,"HA CONVERSION LICENSE TO STANDALONE UNIT FOR NSA 3650","NETWORKING","NSA 3650","LICENSING","2753.00","2029.00",0,TBA,A,StockedItem,,,,,
01-SSC-4076,SONICWALL,01-SSC-4076,"HA CONVERSION LICENSE TO STANDALONE UNIT FOR NSA 5650","NETWORKING","NSA 5650","LICENSING","7384.00","5443.00",0,TBA,A,StockedItem,,,,,
01-SSC-4100,SONICWALL,01-SSC-4100,"COMPREHENSIVE GATEWAY SECURITY SUITE BUNDLE FOR SUPERMASSIVE 9600 (1 YR)","NETWORKING","SUPERMASSIVE 9600","LICENSING","94248.00","69476.00",0,TBA,A,StockedItem,,,,,
01-SSC-4136,SONICWALL,01-SSC-4136,"COMPREHENSIVE GATEWAY SECURITY SUITE BUNDLE FOR SUPERMASSIVE 9400 (1 YR)","NETWORKING","SUPERMASSIVE 9400","LICENSING","82466.00","60790.00",0,TBA,A,StockedItem,,,,,
01-SSC-4172,SONICWALL,01-SSC-4172,"COMPREHENSIVE GATEWAY SECURITY SUITE BUNDLE FOR SUPERMASSIVE 9200 (1 YR)","NETWORKING","SUPERMASSIVE 9200","LICENSING","63615.00","46894.00",0,TBA,A,StockedItem,,,,,
01-SSC-4216,SONICWALL,01-SSC-4216,"GATEWAY ANTI-MALWARE, INTRUSION PREVENTION AND APPLICATION CONTROL FOR NSA 6600 (1 YR)","NETWORKING",,"SOFTWARE","31171.00","22978.00",999999999,,A,StockedItem,,,,,
01-SSC-4222,SONICWALL,01-SSC-4222,"CONTENT FILTERING  PREMIUM SERVICE FOR NSA 6600  (1 YR)","NETWORKING",,"SOFTWARE","34005.00","25067.00",999999999,,A,StockedItem,,,,,
01-SSC-4228,SONICWALL,01-SSC-4228,"COMPREHENSIVE ANTI-SPAM SERVICE FOR NSA 6600  (1 YR)","NETWORKING",,"SOFTWARE","56673.00","41777.00",999999999,,A,StockedItem,,,,,
01-SSC-4234,SONICWALL,01-SSC-4234,"COMPREHENSIVE GATEWAY SECURITY SUITE FOR NSA 5600  (1 YR)","NETWORKING","NSA 5600","LICENSING","31647.00","23328.00",0,TBA,A,StockedItem,,,,,
01-SSC-4240,SONICWALL,01-SSC-4240,"GATEWAY ANTI-MALWARE, INTRUSION PREVENTION AND APPLICATION CONTROL FOR NSA 5600 (1 YR)","NETWORKING",,"SOFTWARE","17141.00","12635.00",999999999,,A,StockedItem,,,,,
01-SSC-4246,SONICWALL,01-SSC-4246,"CONTENT FILTERING PREMIUM SERVICE FOR NSA 5600  (1 YR)","NETWORKING",,"SOFTWARE","18700.00","13785.00",999999999,,A,StockedItem,,,,,
01-SSC-4252,SONICWALL,01-SSC-4252,"COMPREHENSIVE ANTI-SPAM SERVICE FOR NSA 5600  (1 YR)","NETWORKING",,"SOFTWARE","31164.00","22972.00",999999999,,A,StockedItem,,,,,
01-SSC-4356,SONICWALL,01-SSC-4356,"SONICWALL NSA 5650 DEMO NFR","NETWORKING","NFR","NSA SERIES","11518.00","12293.00",0,TBA,A,StockedItem,,,,,
