Manufacturer,Part Number,Short Description,Unit of Measure,NZD MSRP,Dealer's Cost Column 1,Description of Cost for Column 1,Column1,Column2,Column3,Column4,Column5,Column6,Column7,UL/ETL Listed,Currency,DIM Weight,Weight Unit of Measure,SKU/UPC,Model Name,Long Description,Other Description,Serialized Item,Not Available for Sale,Item Status,Manufacturer's Category,Replacement Item Part Number,Replacement Item Model Name,Required Accessories,Optional Accessories,MAP (Minimum Advertised Price),GSA Cost Price,GSA Sell Price,Discount-Off List,Freight Policy,FOB/Ex-works,Freight Class,Drop Ship Y/N?,U.S Energy Star Y/N?,TAA Compliant Y/N?,Certificate of Origin,URL/Link,Manufacturer's Division,InfoComm iQ Category,InfoComm Member Number,Notes,,,
Biamp Systems,950.1735.900,MRB-L-VT4-T,EA,17600,10560,NZD MSRP - 40%,,,,,,,,Y,NZD,,Kg,,MRB-L-VT4-T,"Certified large room bundle; includes 1 TesiraFORTE AVB VT4, 1 TesiraCONNECT TC-5, 1 Tesira EX-UBT, 1 Parlé TTM-X, 1 Parlé TTM-XEX, 1 Tesira AMP-450BP, 2 pair of Desono C-IC6 loudspeakers, Cat5 cables of varying length",UC Bundles,y,n,Current,Biamp,,,Current version of Software,SageVue,17600,,,,,PO,Standard Freight,n,n,N,U.S.A. / China,https://www.biamp.com,Biamp,,4911,,,,
Biamp Systems,950.1805.900,MRB-L-X400-C,EA,17417,10450,NZD MSRP - 40%,,,,,,,,TBD,NZD,,Kg,,MRB-L-X400-C,"Certified meeting room bundle; includes 1 TesiraFORTE X 400, 1 Parlé TCM-XA (white), 1 Parlé TCM-XEX (white), 2 pair of Desono C-IC6 loudspeakers (white), 1 BPAK, (1) 25 ft (7.5m) plenum-rated Cat5e cable, (7) 10 ft (3m) plenum-rated Cat5e cable",UC Bundles,y,n,Current,Biamp,,,Current version of Software,"Biamp Canvas, SageVue",17417,,,,,PO,Standard Freight,n,n,N,U.S.A. / China,https://www.biamp.com,Biamp,,4911,,,,
Biamp Systems,950.1807.900,MRB-L-X400-T,EA,16500,9900,NZD MSRP - 40%,,,,,,,,TBD,NZD,,Kg,,MRB-L-X400-T,"Meeting room bundle; includes 1 TesiraFORTE X 400, 1 Parlé TTM-X (black), 1 Parlé TTM-XEX (black), 1 AMP-450BP, 2 pair of Desono C-IC6 loudspeakers (white), (2) 25 ft (7.5m) plenum-rated Cat5e cable, (5) 10 ft (3m) plenum-rated Cat5e cable",UC Bundles,y,n,Current,Biamp,,,Current version of Software,"Biamp Canvas, SageVue",16500,,,,,PO,Standard Freight,n,n,N,U.S.A. / China,https://www.biamp.com,Biamp,,4911,,,,
Biamp Systems,950.1732.900,MRB-M-VT4-C,EA,15217,9130,NZD MSRP - 40%,,,,,,,,Y,NZD,,Kg,,MRB-M-VT4-C,"Certified medium room bundle; includes 1 TesiraFORTE AVB VT4, 1 TesiraCONNECT TC-5, 1 Tesira EX-UBT, 1 Parlé TCM-XA, 1 pair of Desono C-IC6 loudspeakers, Cat5 cables of varying length",UC Bundles,y,n,Current,Biamp,,,Current version of Software,SageVue,15217,,,,,PO,Standard Freight,n,n,N,U.S.A. / China,https://www.biamp.com,Biamp,,4911,,,,
Biamp Systems,950.1734.900,MRB-M-VT4-T,EA,15217,9130,NZD MSRP - 40%,,,,,,,,Y,NZD,,Kg,,MRB-M-VT4-T,"Certified medium room bundle; includes 1 TesiraFORTE AVB VT4, 1 TesiraCONNECT TC-5, 1 Tesira EX-UBT, 1 Parlé TTM-X, 1 Tesira AMP-450BP, 1 pair of Desono C-IC6 loudspeakers, Cat5 cables of varying length",UC Bundles,y,n,Current,Biamp,,,Current version of Software,SageVue,15217,,,,,PO,Standard Freight,n,n,N,U.S.A. / China,https://www.biamp.com,Biamp,,4911,,,,
Biamp Systems,950.1804.900,MRB-M-X400-C,EA,14117,8470,NZD MSRP - 40%,,,,,,,,TBD,NZD,,Kg,,MRB-M-X400-C,"Certified meeting room bundle; includes 1 TesiraFORTE X 400, 1 Parlé TCM-XA (white), 1 pair of Desono C-IC6 loudspeakers (white), 1 BPAK, (1) 25 ft (7.5m) plenum-rated Cat5e cable, (4) 10 ft (3m) plenum-rated Cat5e cable",UC Bundles,y,n,Current,Biamp,,,Current version of Software,"Biamp Canvas, SageVue",14117,,,,,PO,Standard Freight,n,n,N,U.S.A. / China,https://www.biamp.com,Biamp,,4911,,,,
Biamp Systems,950.1806.900,MRB-M-X400-T,EA,13933,8360,NZD MSRP - 40%,,,,,,,,TBD,NZD,,Kg,,MRB-M-X400-T,"Meeting room bundle; includes 1 TesiraFORTE X 400, 1 Parlé TTM-X (black), 1 AMP-450BP, 1 pair of Desono C-IC6 loudspeakers (white), (2) 25 ft (7.5m) plenum-rated Cat5e cable, (3) 10 ft (3m) plenum-rated Cat5e cable",UC Bundles,y,n,Current,Biamp,,,Current version of Software,"Biamp Canvas, SageVue",13933,,,,,PO,Standard Freight,n,n,N,U.S.A. / China,https://www.biamp.com,Biamp,,4911,,,,
Biamp Systems,950.1817.900,MRBX-L-X400-C,EA,15773,9464,NZD MSRP - 40%,,,,,,,,,NZD,,,,MRBX-L-X400-C,Large Room Choose-Your-Own-Loudspeaker Bundle w/ceiling mic and amp,UC Bundles,Y,N,Current,Biamp,,,,,"15,773.00",,,,,PO,Standard Freight,N,N,Y,,https://www.biamp.com,Biamp,,4911,Available Q4 2024,,,
Biamp Systems,950.1818.900,MRBX-L-X400-CA,EA,16510,9906,NZD MSRP - 40%,,,,,,,,,NZD,,,,MRBX-L-X400-CA,Large Room Choose-Your-Own-Loudspeaker Bundle w/ceiling mic and wall amp,UC Bundles,Y,N,Current,Biamp,,,,,"16,510.00",,,,,PO,Standard Freight,N,N,Y,,https://www.biamp.com,Biamp,,4911,Available Q4 2024,,,
Biamp Systems,950.1819.900,MRBX-L-X400-T,EA,14933,8960,NZD MSRP - 40%,,,,,,,,,NZD,,,,MRBX-L-X400-T,Large Room Choose-Your-Own-Loudspeaker Bundle w/table mic and wall amp,UC Bundles,Y,N,Current,Biamp,,,,,"14,933.00",,,,,PO,Standard Freight,N,N,Y,,https://www.biamp.com,Biamp,,4911,Available Q4 2024,,,
Biamp Systems,950.1814.900,MRBX-M-X400-C,EA,13203,7922,NZD MSRP - 40%,,,,,,,,,NZD,,,,MRBX-M-X400-C,Medium Room Choose-Your-Own-Loudspeaker Bundle w/ceiling mic and amp,UC Bundles,Y,N,Current,Biamp,,,,,"13,203.00",,,,,PO,Standard Freight,N,N,Y,,https://www.biamp.com,Biamp,,4911,Available Q4 2024,,,
Biamp Systems,950.1815.900,MRBX-M-X400-CA,EA,13940,8364,NZD MSRP - 40%,,,,,,,,,NZD,,,,MRBX-M-X400-CA,Medium Room Choose-Your-Own-Loudspeaker Bundle w/ceiling mic and wall amp,UC Bundles,Y,N,Current,Biamp,,,,,"13,940.00",,,,,PO,Standard Freight,N,N,Y,,https://www.biamp.com,Biamp,,4911,Available Q4 2024,,,
Biamp Systems,950.1816.900,MRBX-M-X400-T,EA,13210,7926,NZD MSRP - 40%,,,,,,,,,NZD,,,,MRBX-M-X400-T,Medium Room Choose-Your-Own-Loudspeaker Bundle w/table mic and wall amp,UC Bundles,Y,N,Current,Biamp,,,,,"13,210.00",,,,,PO,Standard Freight,N,N,Y,,https://www.biamp.com,Biamp,,4911,Available Q4 2024,,,
Biamp Systems,914.0410.900,NG GS724T AVB V4,EA,2833,1700,NZD MSRP - 40%,,,,,,,,Y,NZD,3.95,Kg,,NG GS724T AVB V4,"Netgear®24-port Gigabit Smart Switch with AVB software loaded, 2 SFP GBIC fiber slots, and rack mount kit, Version 4",3rd Party Accessories,y,n,Current,Tesira,,,,,2833,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Tesira,,4911,,,,
Biamp Systems,911.1808.900,NPX G1040,EA,2842,1705,NZD MSRP - 40%,,,,,,,,Y,NZD,1.1,Kg,,NPX G1040,"4-button convenience paging station with gooseneck microphone, tabletop or wall mount",Paging Stations,y,n,Current,Biamp,,,Current version of Software,"Biamp Canvas, SageVue",2842,,,,,PO,Standard Freight,n,n,y,U.S.A.,https://www.biamp.com,Biamp,,4911,,,,
Biamp Systems,911.1839.900,NPX G1100,EA,3025,1815,NZD MSRP - 40%,,,,,,,,Y,NZD,1.1,Kg,,NPX G1100,"10-button convenience paging station with gooseneck microphone, tabletop or wall mount",Paging Stations,y,n,Current,Biamp,,,Current version of Software,"Biamp Canvas, SageVue",3025,,,,,PO,Standard Freight,n,n,y,U.S.A.,https://www.biamp.com,Biamp,,4911,,,,
Biamp Systems,911.1840.900,NPX H1040,EA,2842,1705,NZD MSRP - 40%,,,,,,,,Y,NZD,1.2,Kg,,NPX H1040,"4-button convenience paging station with handheld microphone, tabletop or wall mount",Paging Stations,y,n,Current,Biamp,,,Current version of Software,"Biamp Canvas, SageVue",2842,,,,,PO,Standard Freight,n,n,y,U.S.A.,https://www.biamp.com,Biamp,,4911,,,,
Biamp Systems,911.1841.900,NPX H1100,EA,3025,1815,NZD MSRP - 40%,,,,,,,,Y,NZD,1.2,Kg,,NPX H1100,"10-button convenience paging station with handheld microphone, tabletop or wall mount",Paging Stations,y,n,Current,Biamp,,,Current version of Software,"Biamp Canvas, SageVue",3025,,,,,PO,Standard Freight,n,n,y,U.S.A.,https://www.biamp.com,Biamp,,4911,,,,
Biamp Systems,909.0005.900,Plenum box 12 x 12,EA,370,222,NZD MSRP - 40%,,,,,,,,,NZD,,Kg,,Plenum box 12 x 12,"Mounting box for placing any of the following products in plenum spaces: TesiraFORTE X series, Devio SCX series, Parle TCM-X, Parle TCM-XA, Parle TCM-1, Parle TCM-1A, Parle TCM-1EX, Tesira AMP-450P, Tesira AMP-450BP, TesiraCONNECT TC-5, and TesiraCONNECT TC-5D.This device meets Chicago CCEA plenum requirements.",Accessories,n,n,Current,Biamp,,,,,370,,,,,PO,Standard Freight,n,n,n,China,https://www.biamp.com,Biamp,,4911,,,,
Biamp Systems,914.0004.900,POE29U-1AT(PL)D-R,EA,293,176,NZD MSRP - 40%,,,,,,,,Y,NZD,0.54,Kg,,POE29U-1AT(PL)D-R,"PHIHONG Gigabit PoE+ Injector, IEEE802.3af compliant, IEEE802.3at classified, 90-264 VAC Input Voltage",3rd Party Accessories,y,n,Current,Tesira,,,,,293,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Tesira,,4911,,,,
Biamp Systems,909.0085.900,RMX 100,EA,293,176,NZD MSRP - 40%,,,,,,,,N,NZD,,Kg,,RMX 100,"1 RU rack shelf for TesiraFORTE X, Devio SCX, and TesiraCONNECT devices",Accessories,n,n,Current,Biamp,,,,,293,,,,,PO,Standard Freight,n,n,n,China,https://www.biamp.com,Biamp,,4911,,,,
Biamp Systems,914.0414.900,Tesira AMP-4175R,EA,6787,4072,NZD MSRP - 40%,,,,,,,,Y,NZD,9.3,Kg,,Tesira AMP-4175R,"Tesira 4-channel, 175W digital networked amplifier",Amplifier,y,n,Current,Tesira,,,Current version of Software,"Biamp Canvas, SageVue",6787,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Tesira,,4911,Last date to order: 12/30/2024 or while supplies last,,,
Biamp Systems,914.0421.900,Tesira AMP-4300R CV,EA,8433,5060,NZD MSRP - 40%,,,,,,,,Y,NZD,9.3,Kg,,Tesira AMP-4300R CV,"Tesira 4-channel, 300W digital networked amplifier, constant voltage ",Amplifier,y,n,Current,Tesira,,,Current version of Software,"Biamp Canvas, SageVue",8433,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Tesira,,4911,Last date to order: 12/30/2024 or while supplies last,,,
Biamp Systems,914.0415.900,Tesira AMP-4350R,EA,8433,5060,NZD MSRP - 40%,,,,,,,,Y,NZD,9.3,Kg,,Tesira AMP-4350R,"Tesira 4-channel, 350W digital networked amplifier ",Amplifier,y,n,Current,Tesira,,,Current version of Software,"Biamp Canvas, SageVue",8433,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Tesira,,4911,Last date to order: 12/30/2024 or while supplies last,,,
Biamp Systems,911.0014.900,Tesira AMP-450BP,EA,1617,970,NZD MSRP - 40%,,,,,,,,Y,NZD,TBD,Kg,,Tesira AMP-450BP,4 channel PoE+ conferencing amplifier [includes BPAK],Amplifier,y,n,Current,Tesira,,,Current version of Software,"Biamp Canvas, SageVue",1617,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Tesira,,4911,,,,
Biamp Systems,911.0010.900,Tesira AMP-450P,EA,1617,970,NZD MSRP - 40%,,,,,,,,Y,NZD,0.8,Kg,,Tesira AMP-450P,4 channel PoE+ conferencing amplifier,Amplifier,y,n,Current,Tesira,,,Current version of Software,"Biamp Canvas, SageVue",1617,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Tesira,,4911,,,,
Biamp Systems,914.0413.900,Tesira AMP-8175R,EA,8800,5280,NZD MSRP - 40%,,,,,,,,Y,NZD,9.3,Kg,,Tesira AMP-8175R,"Tesira 8-channel, 175W digital networked amplifier",Amplifier,y,n,Current,Tesira,,,Current version of Software,"Biamp Canvas, SageVue",8800,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Tesira,,4911,Last date to order: 12/30/2024 or while supplies last,,,
Biamp Systems,901.0333.900,Tesira AVB-1,EA,1723,1034,NZD MSRP - 40%,,,,,,,,Y,NZD,0.16,Kg,,Tesira AVB-1,Tesira AVB network card capable of up to 420x420 channels,Configurable I/O Cards,y,n,Current,Tesira,,,,,1723,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Tesira,,4911,,,,
Biamp Systems,909.0334.900,Tesira AVB-1 CK,EA,1723,1034,NZD MSRP - 40%,,,,,,,,Y,NZD,0.16,Kg,,Tesira AVB-1 CK,Tesira AVB network card capable of up to 420x420 channels (Card Kit),Configurable I/O Card Kits,y,n,Current,Tesira,,,,,1723,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Tesira,,4911,,,,
Biamp Systems,901.0406.900,Tesira DAN-1,EA,3027,1816,NZD MSRP - 40%,,,,,,,,Y,NZD,0.31,Kg,,Tesira DAN-1,Tesira 64x64 Dante™ module for use in SERVER or SERVER-IO chassis ,Configurable I/O Cards,y,n,Current,Tesira,,,,,3027,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Tesira,,4911,,,,
Biamp Systems,909.0407.900,Tesira DAN-1 CK,EA,3027,1816,NZD MSRP - 40%,,,,,,,,Y,NZD,0.31,Kg,,Tesira DAN-1 CK,Tesira 64x64 Dante™ module for use in SERVER or SERVER-IO chassis (Card Kit),Configurable I/O Card Kits,y,n,Current,Tesira,,,,,3027,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Tesira,,4911,,,,
Biamp Systems,901.0307.900,Tesira DSP-2,EA,1723,1034,NZD MSRP - 40%,,,,,,,,Y,NZD,0.11,Kg,,Tesira DSP-2,Tesira DSP card with two DSPs,Configurable I/O Cards,y,n,Current,Tesira,,,,,1723,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Tesira,,4911,,,,
Biamp Systems,909.0323.900,Tesira DSP-2 CK,EA,1723,1034,NZD MSRP - 40%,,,,,,,,Y,NZD,0.11,Kg,,Tesira DSP-2 CK,Tesira DSP card with two DSPs (Card Kit),Configurable I/O Card Kits,y,n,Current,Tesira,,,,,1723,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Tesira,,4911,,,,
Biamp Systems,901.0339.900,Tesira EEC-4,EA,1507,904,NZD MSRP - 40%,,,,,,,,Y,NZD,0.16,Kg,,Tesira EEC-4,Tesira 4 channel mic/line input card with AEC for the EX-MOD,EX-MOD Cards,y,n,Current,Tesira,,,,,1507,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Tesira,,4911,,,,
Biamp Systems,909.0340.900,Tesira EEC-4 CK,EA,1507,904,NZD MSRP - 40%,,,,,,,,Y,NZD,0.16,Kg,,Tesira EEC-4 CK,Tesira 4 channel mic/line input card with AEC for the EX-MOD (Card Kit),EX-MOD Card Kits,y,n,Current,Tesira,,,,,1507,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Tesira,,4911,,,,
Biamp Systems,901.0312.900,Tesira EIC-4,EA,753,452,NZD MSRP - 40%,,,,,,,,Y,NZD,0.16,Kg,,Tesira EIC-4,Tesira 4 channel mic/line input card for the EX-MOD,EX-MOD Cards,y,n,Current,Tesira,,,,,753,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Tesira,,4911,,,,
Biamp Systems,909.0330.900,Tesira EIC-4 CK,EA,753,452,NZD MSRP - 40%,,,,,,,,Y,NZD,0.16,Kg,,Tesira EIC-4 CK,Tesira 4 channel mic/line input card for the EX-MOD (Card Kit),EX-MOD Card Kits,y,n,Current,Tesira,,,,,753,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Tesira,,4911,,,,
Biamp Systems,901.0314.900,Tesira EIOC-4,EA,700,420,NZD MSRP - 40%,,,,,,,,Y,NZD,0.16,Kg,,Tesira EIOC-4,Tesira 2 channel mic/line input & 2 channel mic/line output card for the EX-MOD,EX-MOD Cards,y,n,Current,Tesira,,,,,700,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Tesira,,4911,,,,
Biamp Systems,909.0332.900,Tesira EIOC-4 CK,EA,700,420,NZD MSRP - 40%,,,,,,,,Y,NZD,0.16,Kg,,Tesira EIOC-4 CK,Tesira 2 channel mic/line input & 2 channel mic/line output card for the EX-MOD (Card Kit),EX-MOD Card Kits,y,n,Current,Tesira,,,,,700,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Tesira,,4911,,,,
Biamp Systems,901.0313.900,Tesira EOC-4,EA,663,398,NZD MSRP - 40%,,,,,,,,Y,NZD,0.16,Kg,,Tesira EOC-4,Tesira 4 channel mic/line output card for the EX-MOD,EX-MOD Cards,y,n,Current,Tesira,,,,,663,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Tesira,,4911,,,,
Biamp Systems,909.0331.900,Tesira EOC-4 CK,EA,663,398,NZD MSRP - 40%,,,,,,,,Y,NZD,0.16,Kg,,Tesira EOC-4 CK,Tesira 4 channel mic/line output card for the EX-MOD (Card Kit),EX-MOD Card Kits,y,n,Current,Tesira,,,,,663,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Tesira,,4911,,,,
Biamp Systems,911.0341.900,Tesira EX-AEC,EA,3667,2200,NZD MSRP - 40%,,,,,,,,Y,NZD,1.72,Kg,,Tesira EX-AEC,Tesira 4 channel mic/line input expander with AEC and PoE+,Remote Expanders,y,n,Current,Tesira,,,Current version of Software,"Biamp Canvas, SageVue",3667,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Tesira,,4911,,,,
Biamp Systems,911.0308.900,Tesira EX-IN,EA,2843,1706,NZD MSRP - 40%,,,,,,,,Y,NZD,1.72,Kg,,Tesira EX-IN,Tesira 4 channel mic/line input expander PoE+,Remote Expanders,y,n,Current,Tesira,,,Current version of Software,"Biamp Canvas, SageVue",2843,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Tesira,,4911,,,,
Biamp Systems,911.0310.900,Tesira EX-IO,EA,2843,1706,NZD MSRP - 40%,,,,,,,,Y,NZD,1.72,Kg,,Tesira EX-IO,Tesira 2 channel mic/line input & 2 channel mic/line output expander PoE+,Remote Expanders,y,n,Current,Tesira,,,Current version of Software,"Biamp Canvas, SageVue",2843,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Tesira,,4911,,,,
Biamp Systems,911.0315.900,Tesira EX-LOGIC,EA,1287,772,NZD MSRP - 40%,,,,,,,,Y,NZD,1.59,Kg,,Tesira EX-LOGIC,Tesira PoE logic expander with 16 logic GPIO (4 GPIO are configurable for potentiometer interface),Remote Expanders,y,n,Current,Tesira,,,Current version of Software,"Biamp Canvas, SageVue",1287,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Tesira,,4911,,,,
Biamp Systems,914.0311.900,Tesira EX-MOD,EA,3850,2310,NZD MSRP - 40%,,,,,,,,Y,NZD,5.03,Kg,,Tesira EX-MOD,Tesira Modular expander that is capable of using up to 3 expander cards,Remote Expanders,y,n,Current,Tesira,,,Current version of Software,"Biamp Canvas, SageVue",3850,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Tesira,,4911,,,,
Biamp Systems,911.0309.900,Tesira EX-OUT,EA,2843,1706,NZD MSRP - 40%,,,,,,,,Y,NZD,1.72,Kg,,Tesira EX-OUT,Tesira 4 channel mic/line output expander PoE+,Remote Expanders,y,n,Current,Tesira,,,Current version of Software,"Biamp Canvas, SageVue",2843,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Tesira,,4911,,,,
Biamp Systems,911.0443.900,Tesira EX-UBT,EA,1667,1000,NZD MSRP - 40%,,,,,,,,Y,NZD,0.1,Kg,,Tesira EX-UBT,PoE AVB/USB expander with Bluetooth® wireless technology ,Remote Expanders,y,n,Current,Tesira,,,Current version of Software,"Biamp Canvas, SageVue",1667,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Tesira,,4911,,,,
Biamp Systems,910.1995.900,Tesira EX-USB,EA,1300,780,NZD MSRP - 40%,,,,,,,,,NZD,,,,Tesira EX-USB,PoE AVB/USB expander,Expander,Y,N,Current,Tesira,,,,,"1,300.00",,,,,PO,Standard Freight,N,N,Y,,https://www.biamp.com,Tesira,,4911,,,,
Biamp Systems,911.0437.900,Tesira HD-1,EA,1707,1024,NZD MSRP - 40%,,,,,,,,Y,NZD,0.5,Kg,,Tesira HD-1,Tesira Hardware Dialer,Remote Ethernet Controllers,y,n,Current,Tesira,,,Current version of Software,"Biamp Canvas, SageVue",1707,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Tesira,,4911,,,,
Biamp Systems,911.0440.900,Tesira RMK-1,EA,143,86,NZD MSRP - 40%,,,,,,,,N,NZD,0.28,Kg,,Tesira RMK-1,Single unit rack mount kit,Mounts,n,n,Current,Mounts,,,,,143,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Mounts,,4911,,,,
Biamp Systems,911.0441.900,Tesira RMK-2,EA,250,150,NZD MSRP - 40%,,,,,,,,N,NZD,0.11,Kg,,Tesira RMK-2,Two unit rack mount kit,Mounts,n,n,Current,Mounts,,,,,250,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Mounts,,4911,,,,
Biamp Systems,901.0354.900,Tesira SAC-4,EA,1507,904,NZD MSRP - 40%,,,,,,,,Y,NZD,0.2,Kg,,Tesira SAC-4,Tesira 4 channel mic/line input card with ambient noise compensation per channel,Configurable I/O Cards,y,n,Current,Tesira,,,,,1507,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Tesira,,4911,,,,
Biamp Systems,909.0355.900,Tesira SAC-4 CK,EA,1507,904,NZD MSRP - 40%,,,,,,,,Y,NZD,0.2,Kg,,Tesira SAC-4 CK,Tesira 4 channel mic/line input card with ambient noise compensation per channel (Card Kit),Configurable I/O Card Kits,y,n,Current,Tesira,,,,,1507,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Tesira,,4911,,,,
Biamp Systems,901.0317.900,Tesira SCM-1,EA,1723,1034,NZD MSRP - 40%,,,,,,,,Y,NZD,0.14,Kg,,Tesira SCM-1,Tesira 32x32 CobraNet® module for use in SERVER or SERVER-IO chassis,Configurable I/O Cards,y,n,Current,Tesira,,,,,1723,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Tesira,,4911,,,,
Biamp Systems,909.0326.900,Tesira SCM-1 CK,EA,1723,1034,NZD MSRP - 40%,,,,,,,,Y,NZD,0.14,Kg,,Tesira SCM-1 CK,Tesira 32x32 CobraNet® module for use in SERVER or SERVER-IO chassis  (Card Kit),Configurable I/O Card Kits,y,n,Current,Tesira,,,,,1723,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Tesira,,4911,,,,
Biamp Systems,901.0304.900,Tesira SEC-4,EA,1507,904,NZD MSRP - 40%,,,,,,,,Y,NZD,0.18,Kg,,Tesira SEC-4,Tesira 4 channel mic/line input card with acoustic echo cancellation per channel,Configurable I/O Cards,y,n,Current,Tesira,,,,,1507,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Tesira,,4911,,,,
Biamp Systems,909.0329.900,Tesira SEC-4 CK,EA,1507,904,NZD MSRP - 40%,,,,,,,,Y,NZD,0.18,Kg,,Tesira SEC-4 CK,Tesira 4 channel mic/line input card with acoustic echo cancellation per channel (Card Kit),Configurable I/O Card Kits,y,n,Current,Tesira,,,,,1507,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Tesira,,4911,,,,
Biamp Systems,914.0300.900,Tesira SERVER,EA,16133,9680,NZD MSRP - 40%,,,,,,,,Y,NZD,10.93,Kg,,Tesira SERVER,Configurable I/O DSP with 1 DSP-2 card (7 additional DSP-2 cards can be added) and 1 AVB-1 network card ,Configurable I/O DSPs,y,n,Current,Tesira,,,Current version of Software,"Biamp Canvas, SageVue",16133,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Tesira,,4911,,,,
Biamp Systems,914.0278.900,Tesira SERVER-IO,EA,13570,8142,NZD MSRP - 40%,,,,,,,,Y,NZD,26.7,Kg,,Tesira SERVER-IO,"Configurable I/O DSP with up to 48 channels of I/O, 1 DSP-2 card (2 additional DSP-2 cards can be added), no AVB-1 network card",Configurable I/O DSPs,y,n,Current,Tesira,,,Current version of Software,"Biamp Canvas, SageVue",13570,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Tesira,,4911,,,,
Biamp Systems,914.0301.900,Tesira SERVER-IO AVB,EA,14850,8910,NZD MSRP - 40%,,,,,,,,Y,NZD,28.5,Kg,,Tesira SERVER-IO AVB,"Configurable I/O DSP with up to 48 channels of I/O, 1 DSP-2 card (2 additional DSP-2 cards can be added), and 1 AVB-1 network card",Configurable I/O DSPs,y,n,Current,Tesira,,,Current version of Software,"Biamp Canvas, SageVue",14850,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Tesira,,4911,,,,
Biamp Systems,901.0302.900,Tesira SIC-4,EA,753,452,NZD MSRP - 40%,,,,,,,,Y,NZD,0.35,Kg,,Tesira SIC-4,Tesira 4 channel mic/line input card,Configurable I/O Cards,y,n,Current,Tesira,,,,,753, ,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Tesira,,4911,,,,
Biamp Systems,909.0325.900,Tesira SIC-4 CK,EA,753,452,NZD MSRP - 40%,,,,,,,,Y,NZD,0.35,Kg,,Tesira SIC-4 CK,Tesira 4 channel mic/line input card (Card Kit),Configurable I/O Card Kits,y,n,Current,Tesira,,,,,753, ,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Tesira,,4911,,,,
Biamp Systems,901.0303.900,Tesira SOC-4,EA,663,398,NZD MSRP - 40%,,,,,,,,Y,NZD,0.3,Kg,,Tesira SOC-4,Tesira 4 channel mic/line output card,Configurable I/O Cards,y,n,Current,Tesira,,,,,663,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Tesira,,4911,,,,
