Manufacturer,Part Number,Short Description,Unit of Measure,NZD MSRP,Dealer's Cost Column 1,Description of Cost for Column 1,Column1,Column2,Column3,Column4,Column5,Column6,Column7,UL/ETL Listed,Currency,DIM Weight,Weight Unit of Measure,SKU/UPC,Model Name,Long Description,Other Description,Serialized Item,Not Available for Sale,Item Status,Manufacturer's Category,Replacement Item Part Number,Replacement Item Model Name,Required Accessories,Optional Accessories,MAP (Minimum Advertised Price),GSA Cost Price,GSA Sell Price,Discount-Off List,Freight Policy,FOB/Ex-works,Freight Class,Drop Ship Y/N?,U.S Energy Star Y/N?,TAA Compliant Y/N?,Certificate of Origin,URL/Link,Manufacturer's Division,InfoComm iQ Category,InfoComm Member Number,Notes,,,
Biamp Systems,910.0275.900,Impera Connect-X MP6,EA,667,400,NZD MSRP - 40%,,,,,,,,,NZD,,Kg,,Impera Connect-X MP6,"Ethernet connected multi-port control extender, 1 bidirectional RS-232, 2 unidirectional RS-232/IR, 3 GPIO",Control Extender,y,n,Current,Impera,,,,,667,,,,,PO,Standard Freight,n,n,N,Thailand,https://www.biamp.com,Impera,,4911,,,,
Biamp Systems,909.0068.900,KP-U8-RP,EA,93,56,NZD MSRP - 40%,,,,,,,,,NZD,,Kg,,KP-U8-RP,Wall adapter plate for Impera Uniform,Control Pad Accessories,n,n,Current,Impera,,,,,93,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Impera,,4911,,,,
Biamp Systems,909.0077.900,KP-U8-WB,EA,93,56,NZD MSRP - 40%,,,,,,,,,NZD,,Kg,,KP-U8-WB,Angled wall bracket for Impera Uniform,Control Pad Accessories,n,n,Current,Impera,,,,,93,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Impera,,4911,,,,
Biamp Systems,910.1880.900,Tango,EA,2293,1376,NZD MSRP - 40%,,,,,,,,,NZD,,Kg,,Tango,"Touch panel controller with 3 bidirectional RS-232 ports, 2 unidirectional RS-232 ports, 4 built-in assignable relays, 8 GPIO; PoE powered (IEEE 802.3at Class 3, 15W)",Touch Panel Controllers,y,n,Current,Impera,,,Current version of Software,,2293,,,,,PO,Standard Freight,n,n,N,Thailand,https://www.biamp.com,Impera,,4911,,,,
Biamp Systems,910.1870.900,Uniform 8U,EA,1100,660,NZD MSRP - 40%,,,,,,,,,NZD,,Kg,,Uniform 8U,"8-button E Ink control pad with Ethernet, 1 bidirectional RS-232 port, 2 unidirectional RS-232 ports, 3 GPIO; PoE (IEEE 802.3at Class 1, 4W)",Control Pads,y,n,Current,Impera,,,Current version of Software,,1100,,,,,PO,Standard Freight,n,n,N,Thailand,https://www.biamp.com,Impera,,4911,,,,
Biamp Systems,909.0055.900,WP-1G-US-W,EA,20,12,NZD MSRP - 40%,,,,,,,,,NZD,,Kg,,WP-1G-US-W,"1-gang wall plate, US",Control Pad Accessories,n,n,Current,Impera,,,,,20,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Impera,,4911,,,,
Biamp Systems,909.0062.900,WP-2G-US-W,EA,30,18,NZD MSRP - 40%,,,,,,,,,NZD,,Kg,,WP-2G-US-W,"2-gang wall plate, US",Control Pad Accessories,n,n,Current,Impera,,,,,30,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Impera,,4911,,,,
Biamp Systems,909.0067.900,WP-D2G-W,EA,30,18,NZD MSRP - 40%,,,,,,,,,NZD,,Kg,,WP-D2G-W,2-gang Decora wall plate,Control Pad Accessories,n,n,Current,Impera,,,,,30,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Impera,,4911,,,,
Biamp Systems,914.1736.900,Modena Hub,EA,1667,1000,NZD MSRP - 40%,,,,,,,,N,NZD,,Kg,,Modena Hub,Wireless presentation hub,Wireless Presentation Systems,y,n,Current,Modena,,,Current version of Software,,1667,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Modena,,4911,,,,
Biamp Systems,914.1737.900,Modena Hub+,EA,2000,1200,NZD MSRP - 40%,,,,,,,,N,NZD,,Kg,,Modena Hub+,Wireless presentation hub with integrated WiFi access point,Wireless Presentation Systems,y,n,Current,Modena,,,Current version of Software,,2000,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Modena,,4911,,,,
Biamp Systems,914.1738.900,Modena Server,EA,2500,1500,NZD MSRP - 40%,,,,,,,,N,NZD,,Kg,,Modena Server,Enterprise wireless presentation hub with Smart Room capabilities,Wireless Presentation Systems,y,n,Current,Modena,,,Current version of Software,,2500,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Modena,,4911,,,,
Biamp Systems,910.1896.900 ,MAX Connect,EA,5000,3000,NZD MSRP - 40%,,,,,,,,,NZD,1,Kg,,MAX Connect,BYOM Room System,Wireless Presentation Systems,Y,N,Current,Wireless System,,,,,5000,,,,,PO,Standard Freight,N,,N,China,https://www.biamp.com,Modena,,4911,,,,
Biamp Systems,914.1974.900,Touch 8 MAX,EA,2500,1500,NZD MSRP - 40%,,,,,,,,,NZD,1,Kg,,Touch 8 MAX,MAX Connect tabletop controller,Control Interface,Y,N,Current,Control Interface,,,,,2500,,,,,PO,Standard Freight,N,,N,China,https://www.biamp.com,Modena,,4911,,,,
Biamp Systems,909.0096.900,Apprimo Touch 8-WMA,EA,407,244,NZD MSRP - 40%,,,,,,,,,NZD,,Kg,,Apprimo Touch 8-WMA,Angled wall mount for Apprimo Touch 8 or Touch 8 MAX,Accessory,N,N,Current,Accessory,,,,,407,,,,,PO,Standard Freight,N,N,N,China,https://www.biamp.com,Modena,,4911,,,,
Biamp Systems,909.0125.900,Apprimo Touch 8-WMC,EA,407,244,NZD MSRP - 40%,,,,,,,,,NZD,,Kg,,Apprimo Touch 8-WMC,Concrete wall mount for Apprimo Touch 8 or Touch 8 MAX,Accessory,N,N,Current,Accessory,,,,,407,,,,,PO,Standard Freight,N,N,N,China,https://www.biamp.com,Modena,,4911,,,,
Biamp Systems,909.0097.900,Apprimo Touch 8-WMF,EA,407,244,NZD MSRP - 40%,,,,,,,,,NZD,,Kg,,Apprimo Touch 8-WMF,Flat wall mount for Apprimo Touch 8 or Touch 8 MAX,Accessory,N,N,Current,Accessory,,,,,407,,,,,PO,Standard Freight,N,N,N,China,https://www.biamp.com,Modena,,4911,,,,
Biamp Systems,909.0127.900,Apprimo Touch 8-WML,EA,407,244,NZD MSRP - 40%,,,,,,,,,NZD,,Kg,,Apprimo Touch 8-WML,Low profile wall mount for Apprimo Touch 8 or Touch 8 MAX,Accessory,N,N,Current,Accessory,,,,,407,,,,,PO,Standard Freight,N,N,N,China,https://www.biamp.com,Modena,,4911,,,,
Biamp Systems,950.1808.900,Biamp MRB-VBC 2500a-TSCIP-T,EA,12167,7300,NZD MSRP - 40%,,,,,,,,,NZD,,Kg,,Biamp MRB-VBC 2500a-TSCIP-T,"Certified meeting room bundle, includes:
• UCC-Lenovo-TSC-IP-MTR
• Parlé VBC 2500a",UC Bundles,Y,N,Current,Biamp,,,,,12167,,,,,PO,Standard Freight,N,N,N,,https://www.biamp.com,Biamp,,4911,Available Q4 2024,,,
Biamp Systems,950.1809.900,Biamp MRB-VBC 2500a-TSCIP-Z,EA,12167,7300,NZD MSRP - 40%,,,,,,,,,NZD,,Kg,,Biamp MRB-VBC 2500a-TSCIP-Z,"Certified meeting room bundle, includes:
• UCC-Lenovo-TSC-IP-Zoom
• Parlé VBC 2500a",UC Bundles,Y,N,Current,Biamp,,,,,12167,,,,,PO,Standard Freight,N,N,N,,https://www.biamp.com,Biamp,,4911,Available Q4 2024,,,
Biamp Systems,950.1812.900,Biamp MRB-VBC 2800-TSCIP-T,EA,13833,8300,NZD MSRP - 40%,,,,,,,,,NZD,,Kg,,Biamp MRB-VBC 2800-TSCIP-T,"Certified meeting room bundle, includes:
• UCC-Lenovo-TSC-IP-MTR
• Parlé VBC 2800",UC Bundles,Y,N,Current,Biamp,,,,,13833,,,,,PO,Standard Freight,N,N,N,,https://www.biamp.com,Biamp,,4911,Available Q4 2024,,,
Biamp Systems,950.1813.900,Biamp MRB-VBC 2800-TSCIP-Z,EA,13833,8300,NZD MSRP - 40%,,,,,,,,,NZD,,Kg,,Biamp MRB-VBC 2800-TSCIP-Z,"Certified meeting room bundle, includes:
• UCC-Lenovo-TSC-IP-Zoom
• Parlé VBC 2800",UC Bundles,Y,N,Current,Biamp,,,,,13833,,,,,PO,Standard Freight,N,N,N,,https://www.biamp.com,Biamp,,4911,Available Q4 2024,,,
Biamp Systems,914.0131.900,Parlé ABC 2500,EA,3333,2000,NZD MSRP - 40%,,,,,,,,,NZD,,Kg,,Parlé ABC 2500,Conferencing audio bar,Soundbars,y,n,Current,Parlé,,,,,3333,,,,,PO,Standard Freight,n,n,n,China,https://www.biamp.com,Parlé,,4911,,,,
Biamp Systems,914.1968.900,Parlé ABC 2500a,EA,3667,2200,NZD MSRP - 40%,,,,,,,,,NZD,,Kg,,Parlé ABC 2500a,Parlé Conferencing Audio Bar with ALS port,Soundbars,y,n,Current,Biamp,,,,,3667,,,,,PO,Standard Freight,n,n,n,China,https://www.biamp.com,Biamp,,4911,,,,
Biamp Systems,910.1899.900,Parlé CBC 2500 CM,EA,5000,3000,NZD MSRP - 40%,,,,,,,,,NZD,,Kg,,Parlé CBC 2500,Ceiling mounted conferencing audio bar,Conferencing Bar,Y,N,Current,Parlé,,,,,5000,,,,,PO,Standard Freight,N,N,N,,https://www.biamp.com,Parle,,4911,,,,
Biamp Systems,914.1978.900,Parlé N 100,EA,833,500,NZD MSRP - 40%,,,,,,,,Y,NZD,1.54,Kg,,Parlé N 100,Network Expander for Parlé ABC/VBC,Accessory,Y,N,Current,Parlé,,,,,833,,,,,PO,Standard Freight,N,,Y,USA,https://www.biamp.com,Parlé,,4911,,,,
Biamp Systems,909.0089.900,Parlé PMA 2000-DM,EA,600,360,NZD MSRP - 40%,,,,,,,,,NZD,,Kg,,Parlé PMA 2000-DM,"Display mount for ABC 2500, VBC 2500",Soundbar Accessories,n,n,Current,Parlé,,,,,600,,,,,PO,Standard Freight,n,n,n,China,https://www.biamp.com,Parlé,,4911,,,,
Biamp Systems,914.1897.900,Parlé PS-12-60,EA,250,150,NZD MSRP - 40%,,,,,,,,,NZD,,Kg,,Parlé PS-12-60,"12 V 60W optional power supply for ABC 2500, VBC 2500",Soundbar Accessories,n,n,Current,Parlé,,,,,250,,,,,PO,Standard Freight,n,n,n,China,https://www.biamp.com,Parlé,,4911,,,,
Biamp Systems,914.1869.900,Parlé SBC 2,EA,1100,660,NZD MSRP - 40%,,,,,,,,,NZD,,Kg,,Parlé SBC 2,Conferencing speaker bar,Soundbars,y,n,Current,Parlé,,,,,1100,,,,,PO,Standard Freight,n,n,n,China,https://www.biamp.com,Parlé,,4911,,,,
Biamp Systems,911.0492.900,Parlé TCM-1 Black,EA,3303,1982,NZD MSRP - 40%,,,,,,,,Y,NZD,1.26,Kg,,Parlé TCM-1 Black,"AVB Beamtracking™ ceiling microphone, black pendant",Conferencing Microphones,y,n,Current,Parlé,,,Current version of Software,"Biamp Canvas, SageVue",3303,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Parlé,,4911,,,,
Biamp Systems,911.0485.900,Parlé TCM-1 White,EA,3303,1982,NZD MSRP - 40%,,,,,,,,Y,NZD,1.26,Kg,,Parlé TCM-1 White,"AVB Beamtracking™ ceiling microphone, white pendant",Conferencing Microphones,y,n,Current,Parlé,,,Current version of Software,"Biamp Canvas, SageVue",3303,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Parlé,,4911,,,,
Biamp Systems,911.0493.900,Parlé TCM-1A Black,EA,4033,2420,NZD MSRP - 40%,,,,,,,,Y,NZD,1.26,Kg,,Parlé TCM-1A Black,"AVB Beamtracking ceiling microphone with PoE+ amplifier, black pendant",Conferencing Microphones,y,n,Current,Parlé,,,Current version of Software,"Biamp Canvas, SageVue",4033,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Parlé,,4911,,,,
Biamp Systems,911.0486.900,Parlé TCM-1A White,EA,4033,2420,NZD MSRP - 40%,,,,,,,,Y,NZD,1.26,Kg,,Parlé TCM-1A White,"AVB Beamtracking ceiling microphone with PoE+ amplifier, white pendant",Conferencing Microphones,y,n,Current,Parlé,,,Current version of Software,"Biamp Canvas, SageVue",4033,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Parlé,,4911,,,,
Biamp Systems,911.0494.900,Parlé TCM-1EX Black,EA,1723,1034,NZD MSRP - 40%,,,,,,,,Y,NZD,1.18,Kg,,Parlé TCM-1EX Black,"Expansion AVB Beamtracking ceiling microphone, black pendant",Conferencing Microphones,y,n,Current,Parlé,,,Current version of Software,"Biamp Canvas, SageVue",1723,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Parlé,,4911,,,,
Biamp Systems,911.0487.900,Parlé TCM-1EX White,EA,1723,1034,NZD MSRP - 40%,,,,,,,,Y,NZD,1.18,Kg,,Parlé TCM-1EX White,"Expansion AVB Beamtracking ceiling microphone, white pendant",Conferencing Microphones,y,n,Current,Parlé,,,Current version of Software,"Biamp Canvas, SageVue",1723,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Parlé,,4911,,,,
Biamp Systems,911.0507.900,Parlé TCM-X Black,EA,4033,2420,NZD MSRP - 40%,,,,,,,,Y,NZD,,Kg,,Parlé TCM-X Black,"AVB Beamtracking™ ceiling microphone, black surface mount",Conferencing Microphones,y,n,Current,Parlé,,,Current version of Software,"Biamp Canvas, SageVue",4033,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Parlé,,4911,,,,
Biamp Systems,911.0794.900,Parlé TCM-X Installation Tool,EA,83,50,NZD MSRP - 40%,,,,,,,,N,NZD,,Kg,,Parlé TCM-X Installation Tool,Hole saw and driver for installing TCM-X Mics,Accessories,n,n,Current,Parlé,,,,,83,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Parlé,,4911,,,,
Biamp Systems,911.0498.900,Parlé TCM-X White,EA,4033,2420,NZD MSRP - 40%,,,,,,,,Y,NZD,,Kg,,Parlé TCM-X White,"AVB Beamtracking™ ceiling microphone, white surface mount",Conferencing Microphones,y,n,Current,Parlé,,,Current version of Software,"Biamp Canvas, SageVue",4033,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Parlé,,4911,,,,
Biamp Systems,911.0508.900,Parlé TCM-XA Black,EA,4953,2972,NZD MSRP - 40%,,,,,,,,Y,NZD,,Kg,,Parlé TCM-XA Black,"AVB Beamtracking ceiling microphone with PoE+ amplifier, black surface mount",Conferencing Microphones,y,n,Current,Parlé,,,Current version of Software,"Biamp Canvas, SageVue",4953,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Parlé,,4911,,,,
Biamp Systems,911.0499.900,Parlé TCM-XA White,EA,4953,2972,NZD MSRP - 40%,,,,,,,,Y,NZD,,Kg,,Parlé TCM-XA White,"AVB Beamtracking ceiling microphone with PoE+ amplifier, white surface mount",Conferencing Microphones,y,n,Current,Parlé,,,Current version of Software,"Biamp Canvas, SageVue",4953,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Parlé,,4911,,,,
Biamp Systems,911.0522.900,Parlé TCM-X-DK Black,EA,163,98,NZD MSRP - 40%,,,,,,,,Y,NZD,,Kg,,Parlé TCM-X-DK Black,"Drywall ceiling plenum attachment, black",Mounts,n,n,Current,Parlé,,,,,163,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Parlé,,4911,,,,
Biamp Systems,911.0520.900,Parlé TCM-X-DK White,EA,163,98,NZD MSRP - 40%,,,,,,,,Y,NZD,,Kg,,Parlé TCM-X-DK White,"Drywall ceiling plenum attachment, white",Mounts,n,n,Current,Parlé,,,,,163,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Parlé,,4911,,,,
Biamp Systems,911.0509.900,Parlé TCM-XEX Black,EA,2570,1542,NZD MSRP - 40%,,,,,,,,Y,NZD,,Kg,,Parlé TCM-XEX Black,"Expansion AVB Beamtracking ceiling microphone, black surface mount",Conferencing Microphones,y,n,Current,Parlé,,,Current version of Software,"Biamp Canvas, SageVue",2570,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Parlé,,4911,,,,
Biamp Systems,911.0500.900,Parlé TCM-XEX White,EA,2570,1542,NZD MSRP - 40%,,,,,,,,Y,NZD,,Kg,,Parlé TCM-XEX White,"Expansion AVB Beamtracking ceiling microphone, white surface mount",Conferencing Microphones,y,n,Current,Parlé,,,Current version of Software,"Biamp Canvas, SageVue",2570,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Parlé,,4911,,,,
Biamp Systems,909.0117.900,Parlé TCM-X-FM Black,EA,293,176,NZD MSRP - 40%,,,,,,,,N,NZD,,Kg,,Parlé TCM-X-FM Black,"Flush mount for TCM-X, TCM-XA, and TCM-XEX microphones, black",Mounts,y,n,Current,Parlé,,,,,293,,,,,PO,Standard Freight,n,n,n,China,https://www.biamp.com,Parlé,,4911,,,,
Biamp Systems,909.0116.900,Parlé TCM-X-FM White,EA,293,176,NZD MSRP - 40%,,,,,,,,N,NZD,,Kg,,Parlé TCM-X-FM White,"Flush mount for TCM-X, TCM-XA, and TCM-XEX microphones, white",Mounts,y,n,Current,Parlé,,,,,293,,,,,PO,Standard Freight,n,n,n,China,https://www.biamp.com,Parlé,,4911,,,,
Biamp Systems,911.0510.900,Parlé TTM-X Black,EA,3303,1982,NZD MSRP - 40%,,,,,,,,Y,NZD,,Kg,,Parlé TTM-X Black,"AVB Beamtracking tabletop microphone, black",Conferencing Microphones,y,n,Current,Parlé,,,Current version of Software,"Biamp Canvas, SageVue",3303,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Parlé,,4911,,,,
Biamp Systems,911.0501.900,Parlé TTM-X White,EA,3303,1982,NZD MSRP - 40%,,,,,,,,Y,NZD,,Kg,,Parlé TTM-X White,"AVB Beamtracking tabletop ceiling microphone, white",Conferencing Microphones,y,n,Current,Parlé,,,Current version of Software,"Biamp Canvas, SageVue",3303,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Parlé,,4911,,,,
Biamp Systems,911.0511.900,Parlé TTM-XEX Black,EA,1723,1034,NZD MSRP - 40%,,,,,,,,Y,NZD,,Kg,,Parlé TTM-XEX Black,"Expansion AVB Beamtracking tabletop microphone, black",Conferencing Microphones,y,n,Current,Parlé,,,Current version of Software,"Biamp Canvas, SageVue",1723,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Parlé,,4911,,,,
Biamp Systems,911.0502.900,Parlé TTM-XEX White,EA,1723,1034,NZD MSRP - 40%,,,,,,,,Y,NZD,,Kg,,Parlé TTM-XEX White,"Expansion AVB Beamtracking tabletop microphone, white",Conferencing Microphones,y,n,Current,Parlé,,,Current version of Software,"Biamp Canvas, SageVue",1723,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Parlé,,4911,,,,
Biamp Systems,911.0521.900,Parlé TTM-X-SM,EA,143,86,NZD MSRP - 40%,,,,,,,,N,NZD,,Kg,,Parlé TTM-X-SM,Secure mounting bracket for TTM-X/-XEX,Mounts,y,n,Current,Parlé,,,,,143,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Parlé,,4911,,,,
Biamp Systems,914.1967.900,Parlé VBC 2500a,EA,4167,2500,NZD MSRP - 40%,,,,,,,,,NZD,,Kg,,Parlé VBC 2500a,Parlé Conferencing Video Bar with ALS port,Soundbars,y,n,Current,Biamp,,,,,4167,,,,,PO,Standard Freight,n,n,n,China,https://www.biamp.com,Biamp,,4911,,,,
Biamp Systems,914.1987.900,Parlé VBC 2800,EA,5833,3500,NZD MSRP - 40%,,,,,,,,,NZD,,Kg,,Parlé VBC 2800,"4K Conferencing Video Bar with dual 50 MP & 8 MP camera, 27-mic array, analog audio-in, ALS, and Ethernet port",Conferencing Bar,Y,N,Current,Parlé,,,,,5833,,,,,PO,Standard Freight,N,N,N,,https://www.biamp.com,Parlé,,4911,Available Q4 2024,,,
Biamp Systems,909.0005.900,Plenum box 12 x 12,EA,370,222,NZD MSRP - 40%,,,,,,,,,NZD,,Kg,,Plenum box 12 x 12,"Mounting box for placing any of the following products in plenum spaces: TesiraFORTE X series, Devio SCX series, Parle TCM-X, Parle TCM-XA, Parle TCM-1, Parle TCM-1A, Parle TCM-1EX, Tesira AMP-450P, Tesira AMP-450BP, TesiraCONNECT TC-5, and TesiraCONNECT TC-5D.This device meets Chicago CCEA plenum requirements.",Accessories,n,n,Current,Biamp,,,,,370,,,,,PO,Standard Freight,n,n,n,China,https://www.biamp.com,Biamp,,4911,,,,
Biamp Systems,911.0462.900,Seismic cable adapter,EA,63,38,NZD MSRP - 40%,,,,,,,,N,NZD,,Kg,,Seismic cable adapter,Seismic cable adapter for Parlé TCM plenum boxes (all models) and Devio DCM-1 plenum box,Mounts,n,n,Current,Biamp,,,,,63,,,,,PO,Standard Freight,n,n,y,U.S.A.,https://www.biamp.com,Biamp,,4911,,,,
Biamp Systems,911.0474.900,TB-1,EA,83,50,NZD MSRP - 40%,,,,,,,,N,NZD,,Kg,,TB-1,Ceiling tile bridge for Parlé TCM plenum boxes (all models) and Devio DCM-1 plenum box,Mounts,n,n,Current,Biamp,,,,,83,,,,,PO,Standard Freight,n,n,y,U.S.A.,https://www.biamp.com,Biamp,,4911,,,,
Biamp Systems,911.1882.900,USB 200,EA,460,276,NZD MSRP - 40%,,,,,,,,,NZD,,Kg,,USB 200,2x1 USB switch,USB Switch,y,n,Current,Biamp,,,,,460,,,,,PO,Standard Freight,n,n,Y,Lithuania,https://www.biamp.com,Biamp,,4911,,,,
Biamp Systems,911.0523.900,"16mm Black Grommet, 10-Pack",EA,163,98,NZD MSRP - 40%,,,,,,,,N,NZD,TBD,Kg,,"16mm Black Grommet, 10-Pack","Black grommet for 16mm (5/8"") hole, 7mm ID, 10-pack",Accessories,n,n,Current,Biamp,,,,,163,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Biamp,,4911,,,,900
Biamp Systems,911.0524.900,"16mm White Grommet, 10-Pack",EA,163,98,NZD MSRP - 40%,,,,,,,,N,NZD,TBD,Kg,,"16mm White Grommet, 10-Pack","White grommet for 16mm (5/8"") hole, 7mm ID, 10-pack",Accessories,n,n,Current,Biamp,,,,,163,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Biamp,,4911,,,,434
Biamp Systems,900.2265.900,1-Year Workplace Booking License,EA,133,80,NZD MSRP - 40%,,,,,,,,,NZD,,,,1-Year Workplace Booking License,Make your location bookable through Biamp Workplace. Also includes Evoko device management & monitoring – 1 year,Software,N,N,Current,Workplace,,,,,99.75,,,,,PO,Standard Freight,N,N,N/A,,https://www.biamp.com,Workplace,,4911,Available Q4 2024,,,
Biamp Systems,900.2266.900,1-Year Workplace Booking Plus License,EA,267,160,NZD MSRP - 40%,,,,,,,,,NZD,,,,1-Year Workplace Booking Plus License,Enhanced booking experience with calendar integration. Also includes Evoko device management & monitoring – 1 year,Software,N,N,Current,Workplace,,,,,200.25,,,,,PO,Standard Freight,N,N,N/A,,https://www.biamp.com,Workplace,,4911,Available Q4 2024,,,478
Biamp Systems,900.2264.900,1-Year Workplace Management & Monitoring License,EA,200,120,NZD MSRP - 40%,,,,,,,,,NZD,,,,1-Year Workplace Management & Monitoring License,Add management and monitoring location in Biamp Workplace - 1 year,Software,N,N,Current,Workplace,,,,,150,,,,,PO,Standard Freight,N,N,N/A,,https://www.biamp.com,Workplace,,4911,Available Q4 2024,,,
Biamp Systems,914.0438.900,AMP-A460H,EA,1817,1090,NZD MSRP - 40%,,,,,,,,Y,NZD,1.91,Kg,,AMP-A460H,"4 channel, 60W half-rack amplifier with mounting bracket",Amplifier,y,n,Current,Biamp,,,,,1817,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Biamp,,4911,,,,
Biamp Systems,950.1810.900,Biamp MRB-L-X400-C-TSCIP-T,EA,25417,15250,NZD MSRP - 40%,,,,,,,,,NZD,,,,Biamp MRB-L-X400-C-TSCIP-T,"Certified meeting room bundle, includes:
• UCC-Lenovo-TSC-IP-MTR
• TesiraFORTE X 400
• Parlé TCM-XA White
• Parlé TCM-XEX White
• (4) Desono C-IC6 White
• BPAK
• 25' (7.5 M) Plenum Cat 5e Cable
• (7) 10' (3 M) Plenum Cat 5e Cable",UC Bundles,Y,N,Current,Biamp,,,,,"25,417.00",,,,,PO,Standard Freight,N,N,N,,https://www.biamp.com,Biamp,,4911,,,,40
Biamp Systems,950.1811.900,Biamp MRB-L-X400-C-TSCIP-Z,EA,25417,15250,NZD MSRP - 40%,,,,,,,,,NZD,,,,Biamp MRB-L-X400-C-TSCIP-Z,"Certified meeting room bundle, includes:
• UCC-Lenovo-TSC-IP-Zoom
• TesiraFORTE X 400
• Parlé TCM-XA White
• Parlé TCM-XEX White
• (4) Desono C-IC6 White
• BPAK
• 25' (7.5 M) Plenum Cat 5e Cable
• (7) 10' (3 M) Plenum Cat 5e Cable",UC Bundles,Y,N,Current,Biamp,,,,,"25,417.00",,,,,PO,Standard Freight,N,N,N,,https://www.biamp.com,Biamp,,4911,,,,
Biamp Systems,914.1966.900,Biamp NMS-NG10GPX-AVB,EA,3667,2200,NZD MSRP - 40%,,,,,,,,,NZD,,Kg,,Biamp NMS-NG10GPX-AVB,"AVB-enabled Netgear 10-port 1G switch, 8-ports w/ PoE+, 240W",3rd Party Accessories,y,n,Current,Tesira,,,,,3667,,,,,PO,Standard Freight,n,n,n,Thailand,https://www.biamp.com,Tesira,,4911,,,,
Biamp Systems,914.1976.900,Biamp NMS-NG26GPX-AVB,EA,6500,3900,NZD MSRP - 40%,,,,,,,,Y,NZD,6.86,Kg,,Biamp NMS-NG26GPX-AVB,"AVB-enabled Netgear 26-port 1G switch, 24-ports w/ PoE+, 480W",Network Switch,Y,n,Current,Biamp,,,,,6500,,,,,PO,Standard Freight,N,N,N,Thailand,https://www.biamp.com,Biamp,,4911,,,,
Biamp Systems,911.0912.900,BPAK,EA,160,96,NZD MSRP - 40%,,,,,,,,N,NZD,,Kg,,BPAK,Backpack Adapter Kit,Accessories,n,n,Current,Biamp,,,,,160,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Biamp,,4911,,,,
Biamp Systems,911.0907.900,CCA,EA,403,242,NZD MSRP - 40%,,,,,,,,Y,NZD,,Kg,,CCA,Category cable adapter 10-pack,Accessories,n,n,Current,Tesira,,,,,403,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Tesira,,4911,,,,
Biamp Systems,950.1733.900,MRB-L-VT4-C,EA,18517,11110,NZD MSRP - 40%,,,,,,,,Y,NZD,,Kg,,MRB-L-VT4-C,"Certified large room bundle; includes 1 TesiraFORTE AVB VT4, 1 TesiraCONNECT TC-5, 1 Tesira EX-UBT, 1 Parlé TCM-XA, 1 Parlé TCM-XEX, 2 pair of Desono C-IC6 loudspeakers, Cat5 cables of varying length",UC Bundles,y,n,Current,Biamp,,,Current version of Software,SageVue,18517,,,,,PO,Standard Freight,n,n,N,U.S.A. / China,https://www.biamp.com,Biamp,,4911,,,,
